"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"21408.100000023842","consent.html","external-html","0","21515","0.0-0.0","","","","","","","","","","","",""
"38295.60000002384","","instructions","1","59810","0.0-1.0","[{""page_index"":0,""viewing_time"":2545.3000000715256},{""page_index"":1,""viewing_time"":4971.799999952316},{""page_index"":2,""viewing_time"":5559.899999976158},{""page_index"":3,""viewing_time"":8224.200000047684},{""page_index"":4,""viewing_time"":3528},{""page_index"":5,""viewing_time"":7777.899999976158},{""page_index"":6,""viewing_time"":5688}]","","","","","","","","","","",""
"11717.100000023842","","instructions","2","71527","0.0-2.0","[{""page_index"":0,""viewing_time"":11717}]","","","","","","","","","","",""
"10876.5","","instructions","3","82404","0.0-3.0","[{""page_index"":0,""viewing_time"":4951.100000023842},{""page_index"":1,""viewing_time"":5925.300000071526}]","","","","","","","","","","",""
"null","","image-keyboard-response","4","84908","0.0-4.0","","img/set1/S4.jpg","null","4","structured_incentive","74","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","5","85260","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","85463","0.0-6.0","","","null","","","","","","","","",""
"317.60000002384186","","image-keyboard-response","7","85781","0.0-7.0","","img/set1/S4.jpg","83","4","structured_incentive","74","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","8","86134","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","86336","0.0-9.0","","","null","","","","","","","","",""
"157.20000004768372","","image-keyboard-response","10","86494","0.0-10.0","","img/set1/S4.jpg","83","4","structured_incentive","74","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","11","86846","0.0-11.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","87046","0.0-12.0","","","null","","","","","","","","",""
"982.3999999761581","","image-keyboard-response","13","88029","0.0-13.0","","img/set1/S2.jpg","72","2","structured_incentive","68","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","14","88381","0.0-14.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","88584","0.0-15.0","","","null","","","","","","","","",""
"316.60000002384186","","image-keyboard-response","16","88901","0.0-16.0","","img/set1/S3.jpg","74","3","structured_incentive","72","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","17","89255","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","89458","0.0-18.0","","","null","","","","","","","","",""
"482","","image-keyboard-response","19","89941","0.0-19.0","","img/set1/S1.jpg","83","1","structured_incentive","83","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","true","","",""
"null","","html-keyboard-response","20","90293","0.0-20.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","90496","0.0-21.0","","","null","","","","","","","","",""
"292.60000002384186","","image-keyboard-response","22","90789","0.0-22.0","","img/set1/S2.jpg","83","2","structured_incentive","68","structured_incentive,random,structured_normal,structured_load","2,3,2,1,3,4","false","","",""
"null","","html-keyboard-response","23","91145","0.0-23.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","24","91347","0.0-24.0","","","null","","","","","","","","",""
