"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","responses","question_order","bonus"
"4463.599999904633","consent.html","external-html","0","4643","0.0-0.0","","","","","","","","","","","","",""
"19566.5","","instructions","1","24212","0.0-1.0","[{""page_index"":0,""viewing_time"":4278},{""page_index"":1,""viewing_time"":1744.4000000953674},{""page_index"":2,""viewing_time"":1279.5999999046326},{""page_index"":3,""viewing_time"":3399.5999999046326},{""page_index"":4,""viewing_time"":1582.7000002861023},{""page_index"":5,""viewing_time"":4192.099999904633},{""page_index"":6,""viewing_time"":3088.5999999046326}]","","","","","","","","","","","",""
"2893.199999809265","","instructions","2","27108","0.0-2.0","[{""page_index"":0,""viewing_time"":2892.7999997138977}]","","","","","","","","","","","",""
"1148","","instructions","3","28258","0.0-3.0","[{""page_index"":0,""viewing_time"":1147.5}]","","","","","","","","","","","",""
"null","","image-keyboard-response","4","30762","0.0-4.0","","img/set1/S1.jpg","null","1","random","83","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","false","","",""
"null","","html-keyboard-response","5","31117","0.0-5.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","6","31319","0.0-6.0","","","null","","","","","","","","","",""
"null","","image-keyboard-response","7","33824","0.0-7.0","","img/set1/S4.jpg","null","4","random","74","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","false","","",""
"null","","html-keyboard-response","8","34178","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","9","34380","0.0-9.0","","","null","","","","","","","","","",""
"45.60000038146973","","image-keyboard-response","10","34428","0.0-10.0","","img/set1/S1.jpg","74","1","random","83","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","false","","",""
"null","","html-keyboard-response","11","34780","0.0-11.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","12","34982","0.0-12.0","","","null","","","","","","","","","",""
"82.7999997138977","","image-keyboard-response","13","35066","0.0-13.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","true","","",""
"null","","html-keyboard-response","14","35420","0.0-14.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","15","35622","0.0-15.0","","","null","","","","","","","","","",""
"20.09999990463257","","image-keyboard-response","16","35644","0.0-16.0","","img/set1/S2.jpg","74","2","random","68","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","false","","",""
"null","","html-keyboard-response","17","35998","0.0-17.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","18","36200","0.0-18.0","","","null","","","","","","","","","",""
"18.199999809265137","","image-keyboard-response","19","36219","0.0-19.0","","img/set1/S3.jpg","83","3","random","72","random,structured_load,structured_normal,structured_incentive","3,4,2,1,2,3","4,2,3,1","false","","",""
"null","","html-keyboard-response","20","36572","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","21","36773","0.0-21.0","","","null","","","","","","","","","",""
