"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","bonus","responses"
"3939","consent.html","external-html","0","3986","0.0-0.0","","","","","","","","","","","","","","",""
"11242","","instructions","1","15232","0.0-1.0","","","","[{""page_index"":0,""viewing_time"":1511},{""page_index"":1,""viewing_time"":1658},{""page_index"":2,""viewing_time"":1193},{""page_index"":3,""viewing_time"":1267},{""page_index"":4,""viewing_time"":1692},{""page_index"":5,""viewing_time"":1048},{""page_index"":6,""viewing_time"":2872}]","","","","","","","","","","",""
"2288","","instructions","2","17522","0.0-2.0","","","","[{""page_index"":0,""viewing_time"":2288}]","","","","","","","","","","",""
"1005","","instructions","3","18529","0.0-3.0","","","","[{""page_index"":0,""viewing_time"":1005}]","","","","","","","","","","",""
"null","","image-keyboard-response","4","21033","0.0-4.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","5","21387","0.0-5.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","21588","0.0-6.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","7","24090","0.0-7.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","8","24443","0.0-8.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","24645","0.0-9.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","10","27147","0.0-10.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","11","27500","0.0-11.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","27701","0.0-12.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","13","30204","0.0-13.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","14","30556","0.0-14.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","30758","0.0-15.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","16","33260","0.0-16.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","17","33613","0.0-17.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","33815","0.0-18.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","19","36318","0.0-19.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","20","36671","0.0-20.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","36872","0.0-21.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","22","39375","0.0-22.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","23","39728","0.0-23.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","24","39930","0.0-24.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","25","42432","0.0-25.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","26","42785","0.0-26.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","27","42986","0.0-27.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","28","45488","0.0-28.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","29","45840","0.0-29.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","30","46043","0.0-30.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","31","48545","0.0-31.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","32","48897","0.0-32.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","33","49099","0.0-33.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","34","51602","0.0-34.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","35","51955","0.0-35.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","36","52157","0.0-36.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","37","54660","0.0-37.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","38","55012","0.0-38.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","39","55213","0.0-39.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","40","57715","0.0-40.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","41","58073","0.0-41.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","42","58275","0.0-42.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","43","60778","0.0-43.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","44","61131","0.0-44.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","45","61333","0.0-45.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","46","63836","0.0-46.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","47","64192","0.0-47.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","48","64393","0.0-48.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","49","66896","0.0-49.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","50","67248","0.0-50.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","51","67451","0.0-51.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","52","69953","0.0-52.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","53","70306","0.0-53.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","54","70508","0.0-54.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","55","73010","0.0-55.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","56","73362","0.0-56.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","57","73564","0.0-57.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","58","76067","0.0-58.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","59","76419","0.0-59.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","60","76620","0.0-60.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","61","79123","0.0-61.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","62","79477","0.0-62.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","63","79680","0.0-63.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","64","82182","0.0-64.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","65","82535","0.0-65.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","66","82737","0.0-66.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","67","85240","0.0-67.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","68","85592","0.0-68.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","69","85793","0.0-69.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","70","88295","0.0-70.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","71","88650","0.0-71.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","72","88852","0.0-72.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","73","91356","0.0-73.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","74","91709","0.0-74.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","75","91910","0.0-75.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","76","94412","0.0-76.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","77","94765","0.0-77.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","78","94967","0.0-78.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","79","97469","0.0-79.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","80","97823","0.0-80.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","81","98025","0.0-81.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","82","100528","0.0-82.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","83","100881","0.0-83.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","84","101083","0.0-84.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","85","103586","0.0-85.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","86","103939","0.0-86.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","87","104141","0.0-87.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","88","106644","0.0-88.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","89","107065","0.0-89.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","90","109259","0.0-90.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","91","112280","0.0-91.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","92","112631","0.0-92.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","93","112833","0.0-93.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","94","115335","0.0-94.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","95","115687","0.0-95.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","96","115889","0.0-96.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","97","118392","0.0-97.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","98","119727","0.0-98.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","99","121925","0.0-99.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","100","127592","0.0-100.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","101","128651","0.0-101.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","102","138672","0.0-102.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","103","158339","0.0-103.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","104","175408","0.0-104.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","105","203967","0.0-105.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","106","248424","0.0-106.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","107","283972","0.0-107.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","108","323971","0.0-108.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","109","328325","0.0-109.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","110","328678","0.0-110.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","111","328880","0.0-111.0","","","","","","null","","","","","","","","",""
"1596","","image-keyboard-response","112","330477","0.0-112.0","","","","","img/set1/S3.jpg","83","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","113","330830","0.0-113.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","114","331032","0.0-114.0","","","","","","null","","","","","","","","",""
"171","","image-keyboard-response","115","331204","0.0-115.0","","","","","img/set1/S3.jpg","68","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","116","331557","0.0-116.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","117","331759","0.0-117.0","","","","","","null","","","","","","","","",""
"75","","image-keyboard-response","118","331836","0.0-118.0","","","","","img/set1/S3.jpg","68","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","119","332189","0.0-119.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","120","332391","0.0-120.0","","","","","","null","","","","","","","","",""
"124","","image-keyboard-response","121","332516","0.0-121.0","","","","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","122","332869","0.0-122.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","123","333071","0.0-123.0","","","","","","null","","","","","","","","",""
"145.9999999999418","","image-keyboard-response","124","333218","0.0-124.0","","","","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","125","333570","0.0-125.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","126","333773","0.0-126.0","","","","","","null","","","","","","","","",""
"29.999999999941792","","image-keyboard-response","127","333804","0.0-127.0","","","","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","128","334156","0.0-128.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","129","334358","0.0-129.0","","","","","","null","","","","","","","","",""
"172","","image-keyboard-response","130","334532","0.0-130.0","","","","","img/set1/S4.jpg","68","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","131","334884","0.0-131.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","132","335086","0.0-132.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","133","337589","0.0-133.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","134","337941","0.0-134.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","135","338143","0.0-135.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","136","343644","0.0-136.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","137","344045","0.0-137.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","138","344492","0.0-138.0","","","","","","null","","","","","","","","",""
"799","","image-keyboard-response","139","345292","0.0-139.0","","","","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","140","345644","0.0-140.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","141","345845","0.0-141.0","","","","","","null","","","","","","","","",""
"13","","image-keyboard-response","142","345860","0.0-142.0","","","","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","143","346213","0.0-143.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","144","346414","0.0-144.0","","","","","","null","","","","","","","","",""
"41","","image-keyboard-response","145","346457","0.0-145.0","","","","","img/set1/S4.jpg","83","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","146","346808","0.0-146.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","147","347010","0.0-147.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","148","349513","0.0-148.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","149","349871","0.0-149.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","150","350073","0.0-150.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","151","353932","0.0-151.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","152","363932","0.0-152.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","153","376716","0.0-153.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","154","397441","0.0-154.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","155","397794","0.0-155.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","156","397995","0.0-156.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","157","400498","0.0-157.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","158","400851","0.0-158.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","159","401052","0.0-159.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","160","403554","0.0-160.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","161","403906","0.0-161.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","162","404107","0.0-162.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","163","406609","0.0-163.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","164","406961","0.0-164.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","165","407162","0.0-165.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","166","409665","0.0-166.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","167","410017","0.0-167.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","168","410218","0.0-168.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","169","412720","0.0-169.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","170","413073","0.0-170.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","171","413275","0.0-171.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","172","415778","0.0-172.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","173","416131","0.0-173.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","174","416333","0.0-174.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","175","418836","0.0-175.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","176","419188","0.0-176.0","","","","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","177","419390","0.0-177.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","178","421892","0.0-178.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","179","422245","0.0-179.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","180","422447","0.0-180.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","181","424949","0.0-181.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","182","425302","0.0-182.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","183","425504","0.0-183.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","184","428006","0.0-184.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","185","428359","0.0-185.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","186","428561","0.0-186.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","187","431064","0.0-187.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","188","431417","0.0-188.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","189","431620","0.0-189.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","190","434122","0.0-190.0","","","","","img/set1/S4.jpg","null","4","random","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","191","434475","0.0-191.0","","","","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","192","434676","0.0-192.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","193","437178","0.0-193.0","","","","","img/set1/S1.jpg","null","1","random","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","194","437531","0.0-194.0","","","","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","195","437734","0.0-195.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","196","440236","0.0-196.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","197","440589","0.0-197.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","198","440791","0.0-198.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","199","443293","0.0-199.0","","","","","img/set1/S2.jpg","null","2","random","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","200","443646","0.0-200.0","","","","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","201","443848","0.0-201.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","202","446351","0.0-202.0","","","","","img/set1/S3.jpg","null","3","random","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
