"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","bonus","responses"
"null","","html-keyboard-response","821","811394","0.0-821.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","822","811596","0.0-822.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","823","814099","0.0-823.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","824","814451","0.0-824.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","825","814653","0.0-825.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","826","817156","0.0-826.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","827","817509","0.0-827.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","828","817711","0.0-828.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","829","820214","0.0-829.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","830","820567","0.0-830.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","831","820768","0.0-831.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","832","823271","0.0-832.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","833","823623","0.0-833.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","834","823825","0.0-834.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","835","826328","0.0-835.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","836","826686","0.0-836.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","837","826887","0.0-837.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","838","829390","0.0-838.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","839","829743","0.0-839.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","840","829945","0.0-840.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","841","832448","0.0-841.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","842","832801","0.0-842.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","843","833002","0.0-843.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","844","835504","0.0-844.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","845","835857","0.0-845.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","846","836059","0.0-846.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","847","838562","0.0-847.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","848","838915","0.0-848.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","849","839117","0.0-849.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","850","841619","0.0-850.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","851","841973","0.0-851.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","852","842174","0.0-852.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","853","844679","0.0-853.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","854","845032","0.0-854.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","855","845234","0.0-855.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","856","847737","0.0-856.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","857","848091","0.0-857.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","858","848293","0.0-858.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","859","850796","0.0-859.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","860","851149","0.0-860.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","861","851351","0.0-861.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","862","853853","0.0-862.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","863","854207","0.0-863.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","864","854412","0.0-864.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","865","856915","0.0-865.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","866","857269","0.0-866.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","867","857471","0.0-867.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","868","859973","0.0-868.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","869","860327","0.0-869.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","870","860529","0.0-870.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","871","863032","0.0-871.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","872","863385","0.0-872.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","873","863587","0.0-873.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","874","866089","0.0-874.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","875","866441","0.0-875.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","876","866643","0.0-876.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","877","869146","0.0-877.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","878","869499","0.0-878.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","879","869701","0.0-879.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","880","872204","0.0-880.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","881","872557","0.0-881.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","882","872759","0.0-882.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","883","875262","0.0-883.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","884","875614","0.0-884.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","885","875816","0.0-885.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","886","878318","0.0-886.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","887","878671","0.0-887.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","888","878873","0.0-888.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","889","881376","0.0-889.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","890","881734","0.0-890.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","891","881936","0.0-891.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","892","884439","0.0-892.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","893","884792","0.0-893.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","894","884994","0.0-894.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","895","887497","0.0-895.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","896","887850","0.0-896.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","897","888052","0.0-897.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","898","890555","0.0-898.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","899","890908","0.0-899.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","900","891111","0.0-900.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","901","893612","0.0-901.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","902","893965","0.0-902.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","903","894167","0.0-903.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","904","896670","0.0-904.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","905","897023","0.0-905.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","906","897225","0.0-906.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","907","899728","0.0-907.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","908","900081","0.0-908.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","909","900283","0.0-909.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","910","902785","0.0-910.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","911","903138","0.0-911.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","912","903340","0.0-912.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","913","905843","0.0-913.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","914","906199","0.0-914.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","915","906401","0.0-915.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","916","908903","0.0-916.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","917","909256","0.0-917.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","918","909459","0.0-918.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","919","911961","0.0-919.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","920","912314","0.0-920.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","921","912517","0.0-921.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","922","915020","0.0-922.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","923","915373","0.0-923.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","924","915575","0.0-924.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","925","918078","0.0-925.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","926","918431","0.0-926.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","927","918632","0.0-927.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","928","921135","0.0-928.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","929","921488","0.0-929.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","930","921691","0.0-930.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","931","924193","0.0-931.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","932","924546","0.0-932.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","933","924749","0.0-933.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","934","927252","0.0-934.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","935","927605","0.0-935.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","936","927806","0.0-936.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","937","930308","0.0-937.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","938","930661","0.0-938.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","939","930863","0.0-939.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","940","933365","0.0-940.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","941","933719","0.0-941.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","942","933921","0.0-942.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","943","936423","0.0-943.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","944","936776","0.0-944.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","945","936978","0.0-945.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","946","939481","0.0-946.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","947","939833","0.0-947.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","948","940035","0.0-948.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","949","942538","0.0-949.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","950","942891","0.0-950.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","951","943093","0.0-951.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","952","945596","0.0-952.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","953","945953","0.0-953.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","954","946155","0.0-954.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","955","948658","0.0-955.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","956","949012","0.0-956.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","957","949214","0.0-957.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","958","951716","0.0-958.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","959","952071","0.0-959.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","960","952274","0.0-960.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","961","954777","0.0-961.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","962","955130","0.0-962.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","963","955336","0.0-963.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","964","957839","0.0-964.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","965","958192","0.0-965.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","966","958394","0.0-966.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","967","960897","0.0-967.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","968","961250","0.0-968.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","969","961452","0.0-969.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","970","963955","0.0-970.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","971","964308","0.0-971.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","972","964509","0.0-972.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","973","967012","0.0-973.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","974","967365","0.0-974.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","975","967567","0.0-975.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","976","970070","0.0-976.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","977","970423","0.0-977.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","978","970625","0.0-978.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","979","973127","0.0-979.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","980","973480","0.0-980.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","981","973682","0.0-981.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","982","976185","0.0-982.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","983","976726","0.0-983.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","984","977726","0.0-984.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","985","980829","0.0-985.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","986","984109","0.0-986.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","987","989497","0.0-987.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","988","999834","0.0-988.0","","","","","img/set2/S2.jpg","null","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","989","1020495","0.0-989.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","990","1043966","0.0-990.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","991","1083966","0.0-991.0","","","","","img/set2/S3.jpg","null","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","992","1123966","0.0-992.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","993","1152226","0.0-993.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","994","1154728","0.0-994.0","","","","","img/set2/S4.jpg","null","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","995","1155082","0.0-995.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","996","1155286","0.0-996.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","997","1157789","0.0-997.0","","","","","img/set2/S1.jpg","null","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","998","1158143","0.0-998.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","999","1158346","0.0-999.0","","","","","","null","","","","","","","","",""
"425","","image-keyboard-response","1000","1158772","0.0-1000.0","","","","","img/set2/S2.jpg","74","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1001","1159125","0.0-1001.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1002","1159327","0.0-1002.0","","","","","","null","","","","","","","","",""
"113.99999999976717","","image-keyboard-response","1003","1159443","0.0-1003.0","","","","","img/set2/S3.jpg","72","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1004","1159796","0.0-1004.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1005","1159998","0.0-1005.0","","","","","","null","","","","","","","","",""
"35","","image-keyboard-response","1006","1160035","0.0-1006.0","","","","","img/set2/S2.jpg","72","2","structured_normal","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1007","1160387","0.0-1007.0","","","","","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1008","1160589","0.0-1008.0","","","","","","null","","","","","","","","",""
"510","","image-keyboard-response","1009","1161101","0.0-1009.0","","","","","img/set2/S3.jpg","72","3","structured_normal","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1010","1161454","0.0-1010.0","","","","","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1011","1161656","0.0-1011.0","","","","","","null","","","","","","","","",""
"86","","image-keyboard-response","1012","1161747","0.0-1012.0","","","","","img/set2/S4.jpg","72","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1013","1162100","0.0-1013.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1014","1162302","0.0-1014.0","","","","","","null","","","","","","","","",""
"28","","image-keyboard-response","1015","1162332","0.0-1015.0","","","","","img/set2/S1.jpg","74","1","structured_normal","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1016","1162685","0.0-1016.0","","","","","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1017","1162887","0.0-1017.0","","","","","","null","","","","","","","","",""
"186","","image-keyboard-response","1018","1163075","0.0-1018.0","","","","","img/set2/S4.jpg","74","4","structured_normal","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1019","1163428","0.0-1019.0","","","","","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1020","1163630","0.0-1020.0","","","","","","null","","","","","","","","",""
