"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","responses","question_order","bonus"
"24389.800000000745","consent.html","external-html","0","24463","0.0-0.0","","","","","","","","","","","","",""
"112681.79999999888","","instructions","1","137146","0.0-1.0","[{""page_index"":0,""viewing_time"":16566.799999998882},{""page_index"":1,""viewing_time"":11593.300000000745},{""page_index"":2,""viewing_time"":12644.099999999627},{""page_index"":3,""viewing_time"":13757.599999999627},{""page_index"":4,""viewing_time"":8949.200000001118},{""page_index"":5,""viewing_time"":16293.599999999627},{""page_index"":6,""viewing_time"":32876.5}]","","","","","","","","","","","",""
"11138.39999999851","","instructions","2","148285","0.0-2.0","[{""page_index"":0,""viewing_time"":11138.099999999627}]","","","","","","","","","","","",""
"18027.5","","instructions","3","166314","0.0-3.0","[{""page_index"":0,""viewing_time"":12808.5},{""page_index"":1,""viewing_time"":5218.699999999255}]","","","","","","","","","","","",""
"1604.2999999988824","","image-keyboard-response","4","167920","0.0-4.0","","img/set1/S4.jpg","72","4","structured_load","74","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","5","168273","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","6","168474","0.0-6.0","","","null","","","","","","","","","",""
"860.2000000011176","","image-keyboard-response","7","169336","0.0-7.0","","img/set1/S2.jpg","74","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","8","169688","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","9","169889","0.0-9.0","","","null","","","","","","","","","",""
"1045","","image-keyboard-response","10","170935","0.0-10.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","11","171287","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","12","171489","0.0-12.0","","","null","","","","","","","","","",""
"805.2000000011176","","image-keyboard-response","13","172295","0.0-13.0","","img/set1/S4.jpg","83","4","structured_load","74","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","14","172647","0.0-14.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","15","172848","0.0-15.0","","","null","","","","","","","","","",""
"973.5","","image-keyboard-response","16","173823","0.0-16.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","17","174180","0.0-17.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","18","174382","0.0-18.0","","","null","","","","","","","","","",""
"783.6999999992549","","image-keyboard-response","19","175167","0.0-19.0","","img/set1/S3.jpg","83","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","20","175520","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","21","175721","0.0-21.0","","","null","","","","","","","","","",""
"837","","image-keyboard-response","22","176559","0.0-22.0","","img/set1/S1.jpg","68","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","23","176911","0.0-23.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","24","177112","0.0-24.0","","","null","","","","","","","","","",""
"732.5","","image-keyboard-response","25","177845","0.0-25.0","","img/set1/S1.jpg","72","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","26","178198","0.0-26.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","27","178400","0.0-27.0","","","null","","","","","","","","","",""
"502.5","","image-keyboard-response","28","178903","0.0-28.0","","img/set1/S1.jpg","74","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","29","179254","0.0-29.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","30","179456","0.0-30.0","","","null","","","","","","","","","",""
"1073.2999999988824","","image-keyboard-response","31","180530","0.0-31.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","32","180882","0.0-32.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","33","181083","0.0-33.0","","","null","","","","","","","","","",""
"706.8000000007451","","image-keyboard-response","34","181790","0.0-34.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","35","182143","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","36","182344","0.0-36.0","","","null","","","","","","","","","",""
"846.0999999996275","","image-keyboard-response","37","183191","0.0-37.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","38","183542","0.0-38.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","39","183743","0.0-39.0","","","null","","","","","","","","","",""
"894.2000000011176","","image-keyboard-response","40","184638","0.0-40.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","41","184990","0.0-41.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","42","185191","0.0-42.0","","","null","","","","","","","","","",""
"638.5999999996275","","image-keyboard-response","43","185830","0.0-43.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","44","186182","0.0-44.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","45","186384","0.0-45.0","","","null","","","","","","","","","",""
"533.5","","image-keyboard-response","46","186918","0.0-46.0","","img/set1/S3.jpg","83","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","47","187270","0.0-47.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","48","187471","0.0-48.0","","","null","","","","","","","","","",""
"1007","","image-keyboard-response","49","188479","0.0-49.0","","img/set1/S4.jpg","83","4","structured_load","74","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","50","188832","0.0-50.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","51","189033","0.0-51.0","","","null","","","","","","","","","",""
"572.5999999996275","","image-keyboard-response","52","189606","0.0-52.0","","img/set1/S4.jpg","72","4","structured_load","74","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","53","189958","0.0-53.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","54","190160","0.0-54.0","","","null","","","","","","","","","",""
"918.2000000011176","","image-keyboard-response","55","191079","0.0-55.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","56","191431","0.0-56.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","57","191632","0.0-57.0","","","null","","","","","","","","","",""
"600","","image-keyboard-response","58","192233","0.0-58.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","59","192584","0.0-59.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","60","192786","0.0-60.0","","","null","","","","","","","","","",""
"1011.7000000011176","","image-keyboard-response","61","193798","0.0-61.0","","img/set1/S3.jpg","74","3","structured_load","72","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","62","194150","0.0-62.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","63","194352","0.0-63.0","","","null","","","","","","","","","",""
"1213.2000000011176","","image-keyboard-response","64","195566","0.0-64.0","","img/set1/S4.jpg","72","4","structured_load","74","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","false","","",""
"null","","html-keyboard-response","65","195918","0.0-65.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","66","196119","0.0-66.0","","","null","","","","","","","","","",""
"1071.1000000014901","","image-keyboard-response","67","197191","0.0-67.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","68","197543","0.0-68.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
"null","","html-keyboard-response","69","197744","0.0-69.0","","","null","","","","","","","","","",""
"526.5","","image-keyboard-response","70","198271","0.0-70.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,random,structured_normal,structured_incentive","2,3,2,1,3,4","2,3,4,1","true","","",""
"null","","html-keyboard-response","71","198623","0.0-71.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","","",""
