"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"58376","consent.html","external-html","0","58508","0.0-0.0","","","","","","","","","","",""
"111140","","instructions","1","169651","0.0-1.0","[{""page_index"":0,""viewing_time"":5505},{""page_index"":1,""viewing_time"":7355},{""page_index"":2,""viewing_time"":12124},{""page_index"":3,""viewing_time"":17325},{""page_index"":4,""viewing_time"":8752},{""page_index"":5,""viewing_time"":50043},{""page_index"":6,""viewing_time"":10035}]","","","","","","","","","",""
"8706","","instructions","2","178360","0.0-2.0","[{""page_index"":0,""viewing_time"":8706}]","","","","","","","","","",""
"4949","","instructions","3","183310","0.0-3.0","[{""page_index"":0,""viewing_time"":4948}]","","","","","","","","","",""
"695","","image-keyboard-response","4","184009","0.0-4.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","5","184364","0.0-5.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","6","184564","0.0-6.0","","","null","","","","","","","",""
"776","","image-keyboard-response","7","185343","0.0-7.0","","img/set1/S1.jpg","72","1","random","83","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","8","185696","0.0-8.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","185903","0.0-9.0","","","null","","","","","","","",""
"498","","image-keyboard-response","10","186405","0.0-10.0","","img/set1/S4.jpg","74","4","random","74","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","11","186761","0.0-11.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","12","186962","0.0-12.0","","","null","","","","","","","",""
"530","","image-keyboard-response","13","187493","0.0-13.0","","img/set1/S3.jpg","83","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","14","187848","0.0-14.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","188048","0.0-15.0","","","null","","","","","","","",""
"411","","image-keyboard-response","16","188462","0.0-16.0","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","17","188815","0.0-17.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","189017","0.0-18.0","","","null","","","","","","","",""
"491","","image-keyboard-response","19","189510","0.0-19.0","","img/set1/S4.jpg","83","4","random","74","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","20","189861","0.0-20.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","21","190064","0.0-21.0","","","null","","","","","","","",""
"377","","image-keyboard-response","22","190445","0.0-22.0","","img/set1/S2.jpg","72","2","random","68","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","23","190797","0.0-23.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","24","191004","0.0-24.0","","","null","","","","","","","",""
"538","","image-keyboard-response","25","191542","0.0-25.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","26","191895","0.0-26.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","192096","0.0-27.0","","","null","","","","","","","",""
"411","","image-keyboard-response","28","192509","0.0-28.0","","img/set1/S3.jpg","74","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","29","192860","0.0-29.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","30","193063","0.0-30.0","","","null","","","","","","","",""
"496","","image-keyboard-response","31","193562","0.0-31.0","","img/set1/S4.jpg","68","4","random","74","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","32","193915","0.0-32.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","33","194116","0.0-33.0","","","null","","","","","","","",""
"567","","image-keyboard-response","34","194685","0.0-34.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","35","195037","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","36","195239","0.0-36.0","","","null","","","","","","","",""
"538","","image-keyboard-response","37","195781","0.0-37.0","","img/set1/S2.jpg","72","2","random","68","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","38","196138","0.0-38.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","39","196339","0.0-39.0","","","null","","","","","","","",""
"703","","image-keyboard-response","40","197045","0.0-40.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","41","197396","0.0-41.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","42","197600","0.0-42.0","","","null","","","","","","","",""
"339","","image-keyboard-response","43","197941","0.0-43.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","44","198293","0.0-44.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","45","198496","0.0-45.0","","","null","","","","","","","",""
"597","","image-keyboard-response","46","199096","0.0-46.0","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","47","199448","0.0-47.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","48","199650","0.0-48.0","","","null","","","","","","","",""
"401","","image-keyboard-response","49","200053","0.0-49.0","","img/set1/S3.jpg","74","3","random","72","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","50","200409","0.0-50.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","51","200609","0.0-51.0","","","null","","","","","","","",""
"498","","image-keyboard-response","52","201109","0.0-52.0","","img/set1/S4.jpg","74","4","random","74","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","53","201461","0.0-53.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","54","201663","0.0-54.0","","","null","","","","","","","",""
"719","","image-keyboard-response","55","202385","0.0-55.0","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_incentive,structured_load","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","56","202788","0.0-56.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","57","203001","0.0-57.0","","","null","","","","","","","",""
