"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","responses","question_order","bonus"
"23492","consent.html","external-html","0","24108","0.0-0.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","","","","","","","","","","","",""
"140079","","instructions","1","164191","0.0-1.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","[{""page_index"":0,""viewing_time"":4071},{""page_index"":1,""viewing_time"":4967},{""page_index"":2,""viewing_time"":22556},{""page_index"":3,""viewing_time"":7259},{""page_index"":4,""viewing_time"":29155},{""page_index"":5,""viewing_time"":39102},{""page_index"":6,""viewing_time"":32968}]","","","","","","","","","","","",""
"18487","","instructions","2","182679","0.0-2.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","[{""page_index"":0,""viewing_time"":18487}]","","","","","","","","","","","",""
"3057","","instructions","3","185738","0.0-3.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","[{""page_index"":0,""viewing_time"":3056}]","","","","","","","","","","","",""
"1938","","image-keyboard-response","4","187680","0.0-4.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","img/set1/S2.jpg","83","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,1,2,4,2","2,4,3,1","false","","",""
"null","","html-keyboard-response","5","188054","0.0-5.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","6","188269","0.0-6.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","","null","","","","","","","","","",""
"1037","","image-keyboard-response","7","189312","0.0-7.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","img/set1/S2.jpg","83","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,1,2,4,2","2,4,3,1","false","","",""
"null","","html-keyboard-response","8","189668","0.0-8.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","9","189872","0.0-9.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","","null","","","","","","","","","",""
"1026","","image-keyboard-response","10","190907","0.0-10.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","img/set1/S1.jpg","72","1","random","83","random,structured_normal,structured_load,structured_incentive","2,3,1,2,4,2","2,4,3,1","false","","",""
"null","","html-keyboard-response","11","191263","0.0-11.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","12","191466","0.0-12.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","","null","","","","","","","","","",""
"107","","image-keyboard-response","13","191577","0.0-13.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","img/set1/S2.jpg","74","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,1,2,4,2","2,4,3,1","false","","",""
"null","","html-keyboard-response","14","191940","0.0-14.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","15","192152","0.0-15.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","","null","","","","","","","","","",""
"232","","image-keyboard-response","16","192388","0.0-16.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","img/set1/S4.jpg","83","4","random","74","random,structured_normal,structured_load,structured_incentive","2,3,1,2,4,2","2,4,3,1","false","","",""
"null","","html-keyboard-response","17","192746","0.0-17.0","3TR2532VIQGDU84CMCU5GYEW5556J1","A2BJFAKOJRCPYJ","3GVPRXWRPHGYHD0HW29VLS36FVC7I4","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
