"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"6483.400000095367","consent.html","external-html","0","6730","0.0-0.0","","","","","","","","","","",""
"11351.699999809265","","instructions","1","18084","0.0-1.0","[{""page_index"":0,""viewing_time"":1587.2999997138977},{""page_index"":1,""viewing_time"":859.9000000953674},{""page_index"":2,""viewing_time"":846.5},{""page_index"":3,""viewing_time"":3811.0999999046326},{""page_index"":4,""viewing_time"":1279.2000002861023},{""page_index"":5,""viewing_time"":1593},{""page_index"":6,""viewing_time"":1373.3999996185303}]","","","","","","","","","",""
"1645.7000002861023","","instructions","2","19731","0.0-2.0","[{""page_index"":0,""viewing_time"":1645.0999999046326}]","","","","","","","","","",""
"1406.8000001907349","","instructions","3","21139","0.0-3.0","[{""page_index"":0,""viewing_time"":1406.3000001907349}]","","","","","","","","","",""
"1831","","image-keyboard-response","4","22973","0.0-4.0","","img/set1/S2.jpg","83","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","5","23332","0.0-5.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","23537","0.0-6.0","","","null","","","","","","","",""
"7.599999904632568","","image-keyboard-response","7","23546","0.0-7.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","8","23918","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","9","24123","0.0-9.0","","","null","","","","","","","",""
"61.80000019073486","","image-keyboard-response","10","24187","0.0-10.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","11","24541","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","12","24754","0.0-12.0","","","null","","","","","","","",""
"96.90000009536743","","image-keyboard-response","13","24852","0.0-13.0","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","14","25214","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","25425","0.0-15.0","","","null","","","","","","","",""
"271.59999990463257","","image-keyboard-response","16","25697","0.0-16.0","","img/set1/S3.jpg","68","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","17","26054","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","26256","0.0-18.0","","","null","","","","","","","",""
"264.09999990463257","","image-keyboard-response","19","26521","0.0-19.0","","img/set1/S3.jpg","68","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","20","26874","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","21","27085","0.0-21.0","","","null","","","","","","","",""
"300.69999980926514","","image-keyboard-response","22","27387","0.0-22.0","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","23","27751","0.0-23.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","24","27966","0.0-24.0","","","null","","","","","","","",""
"316.7000002861023","","image-keyboard-response","25","28284","0.0-25.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","26","28638","0.0-26.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","28851","0.0-27.0","","","null","","","","","","","",""
"8.400000095367432","","image-keyboard-response","28","28861","0.0-28.0","","img/set1/S2.jpg","74","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","29","29217","0.0-29.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","30","29431","0.0-30.0","","","null","","","","","","","",""
"203.2999997138977","","image-keyboard-response","31","29635","0.0-31.0","","img/set1/S2.jpg","74","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","32","29995","0.0-32.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","33","30204","0.0-33.0","","","null","","","","","","","",""
"194.40000009536743","","image-keyboard-response","34","30400","0.0-34.0","","img/set1/S3.jpg","74","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","35","30767","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","36","30981","0.0-36.0","","","null","","","","","","","",""
"171.7000002861023","","image-keyboard-response","37","31154","0.0-37.0","","img/set1/S3.jpg","74","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","38","31519","0.0-38.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","39","31733","0.0-39.0","","","null","","","","","","","",""
"130.59999990463257","","image-keyboard-response","40","31865","0.0-40.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","41","32232","0.0-41.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","42","32434","0.0-42.0","","","null","","","","","","","",""
"129.40000009536743","","image-keyboard-response","43","32565","0.0-43.0","","img/set1/S4.jpg","74","4","random","74","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","44","32917","0.0-44.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","45","33133","0.0-45.0","","","null","","","","","","","",""
"42.19999980926514","","image-keyboard-response","46","33177","0.0-46.0","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","47","33533","0.0-47.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","48","33736","0.0-48.0","","","null","","","","","","","",""
"98.90000009536743","","image-keyboard-response","49","33836","0.0-49.0","","img/set1/S1.jpg","68","1","random","83","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","50","34194","0.0-50.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","51","34400","0.0-51.0","","","null","","","","","","","",""
"131.19999980926514","","image-keyboard-response","52","34532","0.0-52.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","53","34888","0.0-53.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","54","35092","0.0-54.0","","","null","","","","","","","",""
"138.19999980926514","","image-keyboard-response","55","35232","0.0-55.0","","img/set1/S4.jpg","83","4","random","74","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","56","35591","0.0-56.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","57","35793","0.0-57.0","","","null","","","","","","","",""
"54.40000009536743","","image-keyboard-response","58","35849","0.0-58.0","","img/set1/S2.jpg","74","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","59","36202","0.0-59.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","60","36407","0.0-60.0","","","null","","","","","","","",""
"0.20000028610229492","","image-keyboard-response","61","36408","0.0-61.0","","img/set1/S4.jpg","72","4","random","74","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","62","36762","0.0-62.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","63","36965","0.0-63.0","","","null","","","","","","","",""
"112.40000009536743","","image-keyboard-response","64","37079","0.0-64.0","","img/set1/S2.jpg","72","2","random","68","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","65","37446","0.0-65.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","66","37651","0.0-66.0","","","null","","","","","","","",""
"196.69999980926514","","image-keyboard-response","67","37849","0.0-67.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","68","38204","0.0-68.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
