"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"6187.400000035763","consent.html","external-html","0","6254","0.0-0.0","","","","","","","","","","",""
"53998.09999996424","","instructions","1","60253","0.0-1.0","[{""page_index"":0,""viewing_time"":5309.5},{""page_index"":1,""viewing_time"":13040},{""page_index"":2,""viewing_time"":5655.800000011921},{""page_index"":3,""viewing_time"":7408.199999988079},{""page_index"":4,""viewing_time"":6464.099999964237},{""page_index"":5,""viewing_time"":8903.900000035763},{""page_index"":6,""viewing_time"":7215.800000011921}]","","","","","","","","","",""
"7110.800000011921","","instructions","2","67364","0.0-2.0","[{""page_index"":0,""viewing_time"":7110.5}]","","","","","","","","","",""
"2527.899999976158","","instructions","3","69892","0.0-3.0","[{""page_index"":0,""viewing_time"":2527.5}]","","","","","","","","","",""
"1806.300000011921","","image-keyboard-response","4","71700","0.0-4.0","","img/set1/S4.jpg","74","4","random","74","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","5","72066","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","6","72268","0.0-6.0","","","null","","","","","","","",""
"870.7999999523163","","image-keyboard-response","7","73140","0.0-7.0","","img/set1/S2.jpg","83","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","8","73497","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","73700","0.0-9.0","","","null","","","","","","","",""
"647.1999999880791","","image-keyboard-response","10","74348","0.0-10.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","11","74709","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","12","74925","0.0-12.0","","","null","","","","","","","",""
"1078.1000000238419","","image-keyboard-response","13","76004","0.0-13.0","","img/set1/S3.jpg","72","3","random","72","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","14","76369","0.0-14.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","15","76570","0.0-15.0","","","null","","","","","","","",""
"1041","","image-keyboard-response","16","77612","0.0-16.0","","img/set1/S1.jpg","83","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","17","77968","0.0-17.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","18","78171","0.0-18.0","","","null","","","","","","","",""
"1183.5","","image-keyboard-response","19","79356","0.0-19.0","","img/set1/S3.jpg","72","3","random","72","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","20","79717","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","21","79919","0.0-21.0","","","null","","","","","","","",""
"1412","","image-keyboard-response","22","81332","0.0-22.0","","img/set1/S1.jpg","83","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","23","81685","0.0-23.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","24","81889","0.0-24.0","","","null","","","","","","","",""
"1185.5","","image-keyboard-response","25","83076","0.0-25.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","26","83443","0.0-26.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","83657","0.0-27.0","","","null","","","","","","","",""
"1017.8000000119209","","image-keyboard-response","28","84675","0.0-28.0","","img/set1/S3.jpg","74","3","random","72","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","29","85031","0.0-29.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","30","85234","0.0-30.0","","","null","","","","","","","",""
"817.3000000119209","","image-keyboard-response","31","86052","0.0-31.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","32","86416","0.0-32.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","33","86621","0.0-33.0","","","null","","","","","","","",""
"917.8999999761581","","image-keyboard-response","34","87540","0.0-34.0","","img/set1/S3.jpg","74","3","random","72","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","35","87892","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","36","88098","0.0-36.0","","","null","","","","","","","",""
"841.1999999880791","","image-keyboard-response","37","88940","0.0-37.0","","img/set1/S4.jpg","83","4","random","74","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","38","89292","0.0-38.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","39","89507","0.0-39.0","","","null","","","","","","","",""
"495.7000000476837","","image-keyboard-response","40","90004","0.0-40.0","","img/set1/S1.jpg","68","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","41","90358","0.0-41.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","42","90559","0.0-42.0","","","null","","","","","","","",""
"131.30000001192093","","image-keyboard-response","43","90692","0.0-43.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","44","91058","0.0-44.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","45","91262","0.0-45.0","","","null","","","","","","","",""
"364.60000002384186","","image-keyboard-response","46","91628","0.0-46.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","47","91989","0.0-47.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","48","92204","0.0-48.0","","","null","","","","","","","",""
"278.69999998807907","","image-keyboard-response","49","92483","0.0-49.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","50","92843","0.0-50.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","51","93060","0.0-51.0","","","null","","","","","","","",""
"519.3999999761581","","image-keyboard-response","52","93580","0.0-52.0","","img/set1/S1.jpg","68","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","53","93932","0.0-53.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","54","94134","0.0-54.0","","","null","","","","","","","",""
"573.0999999642372","","image-keyboard-response","55","94708","0.0-55.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","56","95062","0.0-56.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","57","95267","0.0-57.0","","","null","","","","","","","",""
"655.2999999523163","","image-keyboard-response","58","95924","0.0-58.0","","img/set1/S4.jpg","83","4","random","74","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","59","96278","0.0-59.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","60","96483","0.0-60.0","","","null","","","","","","","",""
"600.6999999880791","","image-keyboard-response","61","97084","0.0-61.0","","img/set1/S1.jpg","72","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","62","97445","0.0-62.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","63","97648","0.0-63.0","","","null","","","","","","","",""
"546.4000000357628","","image-keyboard-response","64","98196","0.0-64.0","","img/set1/S1.jpg","74","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","65","98549","0.0-65.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","66","98752","0.0-66.0","","","null","","","","","","","",""
"563.5","","image-keyboard-response","67","99316","0.0-67.0","","img/set1/S1.jpg","72","1","random","83","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","68","99682","0.0-68.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","69","99883","0.0-69.0","","","null","","","","","","","",""
"766.0999999642372","","image-keyboard-response","70","100652","0.0-70.0","","img/set1/S3.jpg","74","3","random","72","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","71","101008","0.0-71.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","72","101212","0.0-72.0","","","null","","","","","","","",""
"423","","image-keyboard-response","73","101635","0.0-73.0","","img/set1/S2.jpg","83","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","74","101992","0.0-74.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","75","102198","0.0-75.0","","","null","","","","","","","",""
"388.5999999642372","","image-keyboard-response","76","102588","0.0-76.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_incentive,structured_normal","2,1,3,4,2,3","true","",""
