"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"67708.70000004768","consent.html","external-html","0","67971","0.0-0.0","","","","","","","","","","",""
"561999.7000000477","","instructions","1","629994","0.0-1.0","[{""page_index"":0,""viewing_time"":4656.400000095367},{""page_index"":1,""viewing_time"":12072.099999904633},{""page_index"":2,""viewing_time"":38190},{""page_index"":3,""viewing_time"":428223.7000000477},{""page_index"":4,""viewing_time"":27962.100000023842},{""page_index"":5,""viewing_time"":30378.100000023842},{""page_index"":6,""viewing_time"":20516.299999952316}]","","","","","","","","","",""
"13684.5","","instructions","2","643680","0.0-2.0","[{""page_index"":0,""viewing_time"":13684.200000047684}]","","","","","","","","","",""
"7146.299999952316","","instructions","3","650828","0.0-3.0","[{""page_index"":0,""viewing_time"":7146.099999904633}]","","","","","","","","","",""
"1044.7999999523163","","image-keyboard-response","4","651874","0.0-4.0","","img/set1/S1.jpg","72","1","random","83","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","5","652229","0.0-5.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","652432","0.0-6.0","","","null","","","","","","","",""
"631.7000000476837","","image-keyboard-response","7","653065","0.0-7.0","","img/set1/S2.jpg","74","2","random","68","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","8","653419","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","653622","0.0-9.0","","","null","","","","","","","",""
"610.3999999761581","","image-keyboard-response","10","654234","0.0-10.0","","img/set1/S4.jpg","83","4","random","74","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","11","654586","0.0-11.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","12","654789","0.0-12.0","","","null","","","","","","","",""
"506.8000000715256","","image-keyboard-response","13","655297","0.0-13.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","14","655650","0.0-14.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","15","655852","0.0-15.0","","","null","","","","","","","",""
"827.5","","image-keyboard-response","16","656680","0.0-16.0","","img/set1/S1.jpg","72","1","random","83","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","17","657035","0.0-17.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","657239","0.0-18.0","","","null","","","","","","","",""
"929.3999999761581","","image-keyboard-response","19","658170","0.0-19.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","20","658522","0.0-20.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","21","658725","0.0-21.0","","","null","","","","","","","",""
"555.8000000715256","","image-keyboard-response","22","659281","0.0-22.0","","img/set1/S3.jpg","83","3","random","72","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","23","659637","0.0-23.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","24","659840","0.0-24.0","","","null","","","","","","","",""
"856.8999999761581","","image-keyboard-response","25","660698","0.0-25.0","","img/set1/S4.jpg","74","4","random","74","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","26","661053","0.0-26.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","661256","0.0-27.0","","","null","","","","","","","",""
"560.7000000476837","","image-keyboard-response","28","661818","0.0-28.0","","img/set1/S3.jpg","68","3","random","72","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","29","662173","0.0-29.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","30","662376","0.0-30.0","","","null","","","","","","","",""
"503.90000009536743","","image-keyboard-response","31","662880","0.0-31.0","","img/set1/S4.jpg","74","4","random","74","random,structured_normal,structured_load,structured_incentive","2,1,3,4,2,3","true","",""
