"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"5395.299999713898","consent.html","external-html","0","5454","0.0-0.0","","","","","","","","","","","",""
"37410.40000009537","","instructions","1","42871","0.0-1.0","[{""page_index"":0,""viewing_time"":1816.0999999046326},{""page_index"":1,""viewing_time"":4408.60000038147},{""page_index"":2,""viewing_time"":6098.799999713898},{""page_index"":3,""viewing_time"":9731.5},{""page_index"":4,""viewing_time"":5083.400000095367},{""page_index"":5,""viewing_time"":5625.5},{""page_index"":6,""viewing_time"":4644.800000190735}]","","","","","","","","","","",""
"5271.200000286102","","instructions","2","48145","0.0-2.0","[{""page_index"":0,""viewing_time"":5270.60000038147}]","","","","","","","","","","",""
"7835","","instructions","3","55982","0.0-3.0","[{""page_index"":0,""viewing_time"":5233.400000095367},{""page_index"":1,""viewing_time"":2601.0999999046326}]","","","","","","","","","","",""
"894.9000000953674","","image-keyboard-response","4","56882","0.0-4.0","","img/set1/S4.jpg","83","4","structured_load","74","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","5","57242","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","57446","0.0-6.0","","","null","","","","","","","","",""
"455.7000002861023","","image-keyboard-response","7","57906","0.0-7.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","8","58265","0.0-8.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","58473","0.0-9.0","","","null","","","","","","","","",""
"858.0999999046326","","image-keyboard-response","10","59334","0.0-10.0","","img/set1/S2.jpg","72","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","11","59691","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","59896","0.0-12.0","","","null","","","","","","","","",""
"291.30000019073486","","image-keyboard-response","13","60190","0.0-13.0","","img/set1/S1.jpg","74","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","14","60546","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","60753","0.0-15.0","","","null","","","","","","","","",""
"287.80000019073486","","image-keyboard-response","16","61043","0.0-16.0","","img/set1/S3.jpg","74","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","17","61397","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","61604","0.0-18.0","","","null","","","","","","","","",""
"342.80000019073486","","image-keyboard-response","19","61950","0.0-19.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","20","62309","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","62513","0.0-21.0","","","null","","","","","","","","",""
"941.4000000953674","","image-keyboard-response","22","63457","0.0-22.0","","img/set1/S2.jpg","83","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","23","63813","0.0-23.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","24","64018","0.0-24.0","","","null","","","","","","","","",""
"617.5999999046326","","image-keyboard-response","25","64638","0.0-25.0","","img/set1/S1.jpg","68","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","26","64996","0.0-26.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","27","65203","0.0-27.0","","","null","","","","","","","","",""
"1274.2999997138977","","image-keyboard-response","28","66480","0.0-28.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","29","66838","0.0-29.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","30","67045","0.0-30.0","","","null","","","","","","","","",""
"746.2999997138977","","image-keyboard-response","31","67794","0.0-31.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","32","68152","0.0-32.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","33","68360","0.0-33.0","","","null","","","","","","","","",""
"740.9000000953674","","image-keyboard-response","34","69104","0.0-34.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","35","69461","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","36","69665","0.0-36.0","","","null","","","","","","","","",""
"514.8999996185303","","image-keyboard-response","37","70183","0.0-37.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","38","70541","0.0-38.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","39","70745","0.0-39.0","","","null","","","","","","","","",""
"546.6999998092651","","image-keyboard-response","40","71294","0.0-40.0","","img/set1/S4.jpg","74","4","structured_load","74","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","41","71652","0.0-41.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","42","71859","0.0-42.0","","","null","","","","","","","","",""
"836.8999996185303","","image-keyboard-response","43","72698","0.0-43.0","","img/set1/S2.jpg","83","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","44","73053","0.0-44.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","45","73260","0.0-45.0","","","null","","","","","","","","",""
"863.5","","image-keyboard-response","46","74127","0.0-46.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","47","74480","0.0-47.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","48","74685","0.0-48.0","","","null","","","","","","","","",""
"776.4000000953674","","image-keyboard-response","49","75465","0.0-49.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","50","75822","0.0-50.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","51","76029","0.0-51.0","","","null","","","","","","","","",""
"882.2999997138977","","image-keyboard-response","52","76914","0.0-52.0","","img/set1/S4.jpg","74","4","structured_load","74","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","53","77269","0.0-53.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","54","77476","0.0-54.0","","","null","","","","","","","","",""
"494.90000009536743","","image-keyboard-response","55","77974","0.0-55.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","56","78329","0.0-56.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","57","78534","0.0-57.0","","","null","","","","","","","","",""
"413.40000009536743","","image-keyboard-response","58","78949","0.0-58.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","59","79304","0.0-59.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","60","79512","0.0-60.0","","","null","","","","","","","","",""
"1140.1999998092651","","image-keyboard-response","61","80655","0.0-61.0","","img/set1/S2.jpg","83","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","false","","",""
"null","","html-keyboard-response","62","81011","0.0-62.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","63","81218","0.0-63.0","","","null","","","","","","","","",""
"672.8000001907349","","image-keyboard-response","64","81894","0.0-64.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,1,2,3,3,4","true","","",""
"null","","html-keyboard-response","65","82249","0.0-65.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","66","82456","0.0-66.0","","","null","","","","","","","","",""
