"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","block_order","chunk_order","stimulus","key_press","state","test_part","correct_response","correct","responses","question_order","bonus"
"","null","image-keyboard-response","385","1085041","0.0-385.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","386","1085398","0.0-386.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","387","1085604","0.0-387.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","388","1088110","0.0-388.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","389","1088464","0.0-389.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","390","1088667","0.0-390.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","391","1091169","0.0-391.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","392","1091525","0.0-392.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","393","1091728","0.0-393.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","394","1094235","0.0-394.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","395","1094591","0.0-395.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","396","1094794","0.0-396.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","397","1097296","0.0-397.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","398","1097653","0.0-398.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","399","1097855","0.0-399.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","400","1100359","0.0-400.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","401","1100716","0.0-401.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","402","1100921","0.0-402.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","403","1103425","0.0-403.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","404","1103782","0.0-404.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","405","1103988","0.0-405.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","406","1106495","0.0-406.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","407","1106848","0.0-407.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","408","1107054","0.0-408.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","409","1109560","0.0-409.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","410","1109917","0.0-410.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","411","1110122","0.0-411.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","412","1112624","0.0-412.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","413","1112981","0.0-413.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","414","1113187","0.0-414.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","415","1115694","0.0-415.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","416","1116051","0.0-416.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","417","1116257","0.0-417.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","418","1118759","0.0-418.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","419","1119114","0.0-419.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","420","1119316","0.0-420.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","421","1121818","0.0-421.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","422","1122175","0.0-422.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","423","1122381","0.0-423.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","424","1124888","0.0-424.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","425","1125245","0.0-425.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","426","1125451","0.0-426.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","427","1127957","0.0-427.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","428","1128314","0.0-428.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","429","1128517","0.0-429.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","430","1131023","0.0-430.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","431","1131380","0.0-431.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","432","1131582","0.0-432.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","433","1134088","0.0-433.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","434","1134445","0.0-434.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","435","1134652","0.0-435.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","436","1137158","0.0-436.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","437","1137511","0.0-437.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","438","1137714","0.0-438.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","439","1140221","0.0-439.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","440","1140578","0.0-440.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","441","1140779","0.0-441.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","442","1143285","0.0-442.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","443","1143642","0.0-443.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","444","1143845","0.0-444.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","445","1146349","0.0-445.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","446","1146705","0.0-446.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","447","1146911","0.0-447.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","448","1149417","0.0-448.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","449","1149774","0.0-449.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","450","1149980","0.0-450.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","451","1152487","0.0-451.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","452","1152840","0.0-452.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","453","1153046","0.0-453.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","454","1155552","0.0-454.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","455","1155906","0.0-455.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","456","1156111","0.0-456.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","457","1158613","0.0-457.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","458","1158965","0.0-458.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","459","1159166","0.0-459.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","460","1161667","0.0-460.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","461","1162018","0.0-461.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","462","1162218","0.0-462.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","463","1164719","0.0-463.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","464","1165073","0.0-464.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","465","1165277","0.0-465.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","466","1167783","0.0-466.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","467","1168135","0.0-467.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","468","1168341","0.0-468.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","469","1170848","0.0-469.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","470","1171200","0.0-470.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","471","1171406","0.0-471.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","472","1173913","0.0-472.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","473","1174266","0.0-473.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","474","1174472","0.0-474.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","475","1176976","0.0-475.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","476","1177333","0.0-476.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","477","1177539","0.0-477.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","478","1180044","0.0-478.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","479","1180399","0.0-479.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","480","1180600","0.0-480.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","481","1183107","0.0-481.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","482","1183464","0.0-482.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","483","1183667","0.0-483.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","484","1186171","0.0-484.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","485","1186528","0.0-485.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","486","1186730","0.0-486.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","487","1189236","0.0-487.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","488","1189592","0.0-488.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","489","1189799","0.0-489.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","490","1192303","0.0-490.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","491","1192660","0.0-491.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","492","1192864","0.0-492.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","493","1195369","0.0-493.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","494","1195726","0.0-494.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","495","1195932","0.0-495.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","496","1198438","0.0-496.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","497","1198792","0.0-497.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","498","1198998","0.0-498.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","499","1201505","0.0-499.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","500","1201862","0.0-500.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","501","1202067","0.0-501.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","502","1204574","0.0-502.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","503","1204929","0.0-503.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","504","1205135","0.0-504.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","505","1207640","0.0-505.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","506","1207997","0.0-506.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","507","1208199","0.0-507.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","508","1210702","0.0-508.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","509","1211058","0.0-509.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","510","1211260","0.0-510.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","511","1213766","0.0-511.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","512","1214120","0.0-512.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","513","1214322","0.0-513.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","514","1216824","0.0-514.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","515","1217181","0.0-515.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","516","1217384","0.0-516.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","517","1219891","0.0-517.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","518","1220243","0.0-518.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","519","1220450","0.0-519.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","520","1222952","0.0-520.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","521","1223307","0.0-521.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","522","1223513","0.0-522.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","523","1226020","0.0-523.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","524","1226377","0.0-524.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","525","1226583","0.0-525.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","526","1229089","0.0-526.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","527","1229446","0.0-527.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","528","1229648","0.0-528.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","529","1232155","0.0-529.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","530","1232512","0.0-530.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","531","1232716","0.0-531.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","532","1235223","0.0-532.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","533","1235580","0.0-533.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","534","1235784","0.0-534.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","535","1238291","0.0-535.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","536","1238643","0.0-536.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","537","1238844","0.0-537.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","538","1241350","0.0-538.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S4.jpg","null","4","structured_normal","74","false","","",""
"","null","html-keyboard-response","539","1241708","0.0-539.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","540","1241914","0.0-540.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","541","1244418","0.0-541.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
"","null","html-keyboard-response","542","1244775","0.0-542.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","543","1244976","0.0-543.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","544","1247483","0.0-544.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S1.jpg","null","1","structured_normal","83","false","","",""
