"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","block_order","chunk_order","stimulus","key_press","state","test_part","correct_response","correct","responses","question_order","bonus"
"","null","html-keyboard-response","719","1425552","0.0-719.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","720","1425764","0.0-720.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","721","1428274","0.0-721.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S2.jpg","null","2","structured_normal","68","false","","",""
"","null","html-keyboard-response","722","1428636","0.0-722.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","723","1428838","0.0-723.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","724","1431350","0.0-724.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set2/S3.jpg","null","3","structured_normal","72","false","","",""
"","null","html-keyboard-response","725","1431706","0.0-725.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set2/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","726","1431916","0.0-726.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","51314.40000000037","html-keyboard-response","727","1483232","0.0-727.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<p class=""center-content"">You have completed a block! </p><p class=""center-content"">Press any key on the keyboard to continue, </p><p class=""center-content"">or wait for the automatic progression to the next block after one minute.</p>","32","","","","","","",""
"[{""page_index"":0,""viewing_time"":42068}]","42068.700000000186","instructions","728","1525301","0.0-728.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","","","","","","","",""
"[{""page_index"":0,""viewing_time"":2532.600000000559}]","2533.100000000559","instructions","729","1527835","0.0-729.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","","","","","","","",""
"","null","image-keyboard-response","730","1530342","0.0-730.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","731","1530698","0.0-731.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","732","1530903","0.0-732.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","733","1533407","0.0-733.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","734","1533759","0.0-734.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","735","1533960","0.0-735.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","736","1536464","0.0-736.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","737","1536820","0.0-737.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","738","1537021","0.0-738.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","1094","image-keyboard-response","739","1538118","0.0-739.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","83","2","random","68","false","","",""
"","null","html-keyboard-response","740","1538470","0.0-740.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","741","1538676","0.0-741.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","1275.5","image-keyboard-response","742","1539953","0.0-742.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","83","1","random","83","true","","",""
"","null","html-keyboard-response","743","1540308","0.0-743.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","",""
"","null","html-keyboard-response","744","1540511","0.0-744.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","745","1543632","0.0-745.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","746","1544656","0.0-746.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","747","1545713","0.0-747.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","748","1548574","0.0-748.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","749","1549563","0.0-749.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","750","1550563","0.0-750.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","751","1553564","0.0-751.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","752","1554564","0.0-752.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","753","1555564","0.0-753.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","754","1558933","0.0-754.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","755","1559564","0.0-755.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","756","1560827","0.0-756.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","757","1563564","0.0-757.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","758","1564564","0.0-758.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","759","1565564","0.0-759.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","760","1568564","0.0-760.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","761","1569563","0.0-761.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","762","1570564","0.0-762.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","763","1573564","0.0-763.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","764","1575005","0.0-764.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","765","1575564","0.0-765.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","766","1578564","0.0-766.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","767","1579564","0.0-767.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","768","1580564","0.0-768.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","769","1583564","0.0-769.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","770","1585017","0.0-770.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","771","1585564","0.0-771.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","772","1588564","0.0-772.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","773","1589564","0.0-773.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","774","1590564","0.0-774.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","775","1593564","0.0-775.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","776","1595027","0.0-776.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","777","1595823","0.0-777.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","778","1598784","0.0-778.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","779","1599873","0.0-779.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","780","1600564","0.0-780.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","781","1603626","0.0-781.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","782","1604958","0.0-782.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","783","1605861","0.0-783.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","784","1608622","0.0-784.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","785","1609999","0.0-785.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","786","1610832","0.0-786.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","787","1613564","0.0-787.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","788","1615008","0.0-788.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","789","1615833","0.0-789.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","790","1618564","0.0-790.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","791","1619563","0.0-791.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","792","1620564","0.0-792.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","793","1623564","0.0-793.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","794","1624563","0.0-794.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","795","1625564","0.0-795.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","796","1628563","0.0-796.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","797","1629564","0.0-797.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","798","1630564","0.0-798.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","799","1633564","0.0-799.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","800","1634564","0.0-800.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","801","1635805","0.0-801.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","802","1638563","0.0-802.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","803","1639564","0.0-803.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","804","1640416","0.0-804.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","805","1642919","0.0-805.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","806","1643276","0.0-806.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","807","1643478","0.0-807.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","808","1645982","0.0-808.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","809","1646335","0.0-809.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","810","1646542","0.0-810.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","811","1649049","0.0-811.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","812","1649406","0.0-812.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","813","1649608","0.0-813.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","814","1652110","0.0-814.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","815","1652464","0.0-815.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","816","1652667","0.0-816.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","817","1655174","0.0-817.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","818","1655529","0.0-818.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","819","1655735","0.0-819.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","820","1658242","0.0-820.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","null","3","random","72","false","","",""
"","null","html-keyboard-response","821","1658597","0.0-821.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","822","1658799","0.0-822.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","823","1661306","0.0-823.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","824","1661663","0.0-824.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","825","1661870","0.0-825.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","826","1664377","0.0-826.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","null","1","random","83","false","","",""
"","null","html-keyboard-response","827","1664733","0.0-827.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","828","1664936","0.0-828.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","829","1667443","0.0-829.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","830","1667800","0.0-830.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","831","1668007","0.0-831.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","832","1670510","0.0-832.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","833","1670864","0.0-833.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","834","1671071","0.0-834.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","835","1673573","0.0-835.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","null","4","random","74","false","","",""
"","null","html-keyboard-response","836","1673929","0.0-836.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","837","1674135","0.0-837.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","1603.7999999998137","image-keyboard-response","838","1675741","0.0-838.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","83","3","random","72","false","","",""
"","null","html-keyboard-response","839","1676097","0.0-839.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","840","1676299","0.0-840.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","127.5","image-keyboard-response","841","1676428","0.0-841.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","83","1","random","83","true","","",""
"","null","html-keyboard-response","842","1676785","0.0-842.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","",""
"","null","html-keyboard-response","843","1676992","0.0-843.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","114.3999999994412","image-keyboard-response","844","1677108","0.0-844.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","83","3","random","72","false","","",""
"","null","html-keyboard-response","845","1677464","0.0-845.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","846","1677670","0.0-846.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","180.5","image-keyboard-response","847","1677852","0.0-847.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","83","4","random","74","false","","",""
"","null","html-keyboard-response","848","1678204","0.0-848.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","849","1678408","0.0-849.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","177.09999999962747","image-keyboard-response","850","1678586","0.0-850.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S4.jpg","83","4","random","74","false","","",""
"","null","html-keyboard-response","851","1678940","0.0-851.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","852","1679141","0.0-852.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","12.899999999441206","image-keyboard-response","853","1679156","0.0-853.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","83","3","random","72","false","","",""
"","null","html-keyboard-response","854","1679512","0.0-854.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","855","1679714","0.0-855.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","0.599999999627471","image-keyboard-response","856","1679716","0.0-856.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S3.jpg","83","3","random","72","false","","",""
"","null","html-keyboard-response","857","1680073","0.0-857.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","858","1680274","0.0-858.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","79.59999999962747","image-keyboard-response","859","1680356","0.0-859.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","83","2","random","68","false","","",""
"","null","html-keyboard-response","860","1680713","0.0-860.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","861","1680917","0.0-861.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","468.70000000018626","image-keyboard-response","862","1681388","0.0-862.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S1.jpg","83","1","random","83","true","","",""
"","null","html-keyboard-response","863","1681745","0.0-863.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","",""
"","null","html-keyboard-response","864","1681952","0.0-864.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","90.5","image-keyboard-response","865","1682044","0.0-865.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","83","2","random","68","false","","",""
"","null","html-keyboard-response","866","1682398","0.0-866.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","867","1682600","0.0-867.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","12.099999999627471","image-keyboard-response","868","1682614","0.0-868.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","83","2","random","68","false","","",""
"","null","html-keyboard-response","869","1682968","0.0-869.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","870","1683170","0.0-870.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","176.6000000005588","image-keyboard-response","871","1683348","0.0-871.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","83","2","random","68","false","","",""
"","null","html-keyboard-response","872","1683705","0.0-872.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","873","1683909","0.0-873.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","874","1686416","0.0-874.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","875","1686769","0.0-875.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
"","null","html-keyboard-response","876","1686973","0.0-876.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","","null","","","","","","",""
"","null","image-keyboard-response","877","1689476","0.0-877.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","img/set3/S2.jpg","null","2","random","68","false","","",""
"","null","html-keyboard-response","878","1689829","0.0-878.0","structured_load,structured_normal,random,structured_incentive","2,1,2,3,3,4","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","",""
