"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"7892.5","consent.html","external-html","0","8061","0.0-0.0","","","","","","","","","","",""
"225106.09999999404","","instructions","1","233183","0.0-1.0","[{""page_index"":0,""viewing_time"":3906.7999999821186},{""page_index"":1,""viewing_time"":7086},{""page_index"":2,""viewing_time"":179059.30000001192},{""page_index"":3,""viewing_time"":9406.699999988079},{""page_index"":4,""viewing_time"":5728.4000000059605},{""page_index"":5,""viewing_time"":9599},{""page_index"":6,""viewing_time"":10318.800000011921}]","","","","","","","","","",""
"7478.800000011921","","instructions","2","240667","0.0-2.0","[{""page_index"":0,""viewing_time"":7478.200000017881}]","","","","","","","","","",""
"4853.5999999940395","","instructions","3","245522","0.0-3.0","[{""page_index"":0,""viewing_time"":4853}]","","","","","","","","","",""
"1396.699999988079","","image-keyboard-response","4","246923","0.0-4.0","","img/set1/S3.jpg","68","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","5","247280","0.0-5.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","247481","0.0-6.0","","","null","","","","","","","",""
"832.1000000238419","","image-keyboard-response","7","248315","0.0-7.0","","img/set1/S2.jpg","83","2","random","68","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","8","248668","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","248869","0.0-9.0","","","null","","","","","","","",""
"2108.300000011921","","image-keyboard-response","10","250979","0.0-10.0","","img/set1/S3.jpg","74","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","11","251332","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","12","251534","0.0-12.0","","","null","","","","","","","",""
"null","","image-keyboard-response","13","254035","0.0-13.0","","img/set1/S3.jpg","null","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","14","254387","0.0-14.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","254588","0.0-15.0","","","null","","","","","","","",""
"null","","image-keyboard-response","16","257090","0.0-16.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","17","257442","0.0-17.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","257644","0.0-18.0","","","null","","","","","","","",""
"668.1999999880791","","image-keyboard-response","19","258313","0.0-19.0","","img/set1/S1.jpg","68","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","20","258665","0.0-20.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","21","258868","0.0-21.0","","","null","","","","","","","",""
"null","","image-keyboard-response","22","261370","0.0-22.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","23","261722","0.0-23.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","24","261925","0.0-24.0","","","null","","","","","","","",""
"null","","image-keyboard-response","25","264427","0.0-25.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","26","264779","0.0-26.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","27","264980","0.0-27.0","","","null","","","","","","","",""
