"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"77193.79999999702","consent.html","external-html","0","77269","0.0-0.0","","","","","","","","","","",""
"727079.1000000015","","instructions","1","1557144","0.0-1.0","[{""page_index"":0,""viewing_time"":638447.6000000015},{""page_index"":1,""viewing_time"":7582.79999999702},{""page_index"":2,""viewing_time"":12799.5},{""page_index"":3,""viewing_time"":18861},{""page_index"":4,""viewing_time"":11599.10000000149},{""page_index"":5,""viewing_time"":24123.70000000298},{""page_index"":6,""viewing_time"":13663.29999999702}]","","","","","","","","","",""
"8505.5","","instructions","2","1565651","0.0-2.0","[{""page_index"":0,""viewing_time"":8504.90000000596}]","","","","","","","","","",""
"5133.30000000447","","instructions","3","1570786","0.0-3.0","[{""page_index"":0,""viewing_time"":5132.5}]","","","","","","","","","",""
"1597.8000000044703","","image-keyboard-response","4","1572389","0.0-4.0","","img/set1/S4.jpg","83","4","random","74","random,structured_load,structured_normal,structured_incentive","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","5","1572743","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","1572947","0.0-6.0","","","null","","","","","","","",""
"1004.1999999955297","","image-keyboard-response","7","1573954","0.0-7.0","","img/set1/S4.jpg","68","4","random","74","random,structured_load,structured_normal,structured_incentive","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","8","1574307","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","1574509","0.0-9.0","","","null","","","","","","","",""
"845.7999999970198","","image-keyboard-response","10","1575358","0.0-10.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_normal,structured_incentive","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","11","1575711","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","12","1575913","0.0-12.0","","","null","","","","","","","",""
"870.7999999970198","","image-keyboard-response","13","1576786","0.0-13.0","","img/set1/S1.jpg","72","1","random","83","random,structured_load,structured_normal,structured_incentive","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","14","1577139","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","1577341","0.0-15.0","","","null","","","","","","","",""
"1084.1000000014901","","image-keyboard-response","16","1578427","0.0-16.0","","img/set1/S2.jpg","74","2","random","68","random,structured_load,structured_normal,structured_incentive","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","17","1578780","0.0-17.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
