"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"2633.7000000476837","consent.html","external-html","0","2664","0.0-0.0","","","","","","","","","","",""
"10714","","instructions","1","13381","0.0-1.0","[{""page_index"":0,""viewing_time"":1244.7999999523163},{""page_index"":1,""viewing_time"":1060.7999999523163},{""page_index"":2,""viewing_time"":845},{""page_index"":3,""viewing_time"":2745},{""page_index"":4,""viewing_time"":2484},{""page_index"":5,""viewing_time"":1256.7000000476837},{""page_index"":6,""viewing_time"":1076.5}]","","","","","","","","","",""
"3400.0999999046326","","instructions","2","16783","0.0-2.0","[{""page_index"":0,""viewing_time"":3399.5}]","","","","","","","","","",""
"988","","instructions","3","17772","0.0-3.0","[{""page_index"":0,""viewing_time"":987.7000000476837}]","","","","","","","","","",""
"1519.2000000476837","","image-keyboard-response","4","19293","0.0-4.0","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","5","19649","0.0-5.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","6","19865","0.0-6.0","","","null","","","","","","","",""
"1014","","image-keyboard-response","7","20880","0.0-7.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","8","21234","0.0-8.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","9","21450","0.0-9.0","","","null","","","","","","","",""
"584.2000000476837","","image-keyboard-response","10","22035","0.0-10.0","","img/set1/S2.jpg","68","2","random","68","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","11","22390","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","12","22605","0.0-12.0","","","null","","","","","","","",""
"670","","image-keyboard-response","13","23276","0.0-13.0","","img/set1/S1.jpg","83","1","random","83","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","14","23637","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","15","23852","0.0-15.0","","","null","","","","","","","",""
"629.2000000476837","","image-keyboard-response","16","24482","0.0-16.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","17","24837","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","18","25054","0.0-18.0","","","null","","","","","","","",""
"512","","image-keyboard-response","19","25568","0.0-19.0","","img/set1/S3.jpg","72","3","random","72","random,structured_normal,structured_load,structured_incentive","2,1,2,3,3,4","true","",""
"null","","html-keyboard-response","20","25931","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","21","26146","0.0-21.0","","","null","","","","","","","",""
