"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"6567.699999988079","consent.html","external-html","0","6662","0.0-0.0","","","","","","","","","","","",""
"93575.30000001192","","instructions","1","100240","0.0-1.0","[{""page_index"":0,""viewing_time"":2385.100000023842},{""page_index"":1,""viewing_time"":6037.599999964237},{""page_index"":2,""viewing_time"":6654.600000023842},{""page_index"":3,""viewing_time"":29620.69999998808},{""page_index"":4,""viewing_time"":5028.300000011921},{""page_index"":5,""viewing_time"":11724.100000023842},{""page_index"":6,""viewing_time"":9295.199999988079},{""page_index"":5,""viewing_time"":1641.699999988079},{""page_index"":4,""viewing_time"":2853.399999976158},{""page_index"":3,""viewing_time"":6436.100000023842},{""page_index"":2,""viewing_time"":3564.899999976158},{""page_index"":3,""viewing_time"":3610},{""page_index"":4,""viewing_time"":1109.800000011921},{""page_index"":5,""viewing_time"":1256.199999988079},{""page_index"":6,""viewing_time"":2356.600000023842}]","","","","","","","","","","",""
"6254.299999952316","","instructions","2","106496","0.0-2.0","[{""page_index"":0,""viewing_time"":6253.899999976158}]","","","","","","","","","","",""
"37734","","instructions","3","144230","0.0-3.0","[{""page_index"":0,""viewing_time"":9777.299999952316},{""page_index"":1,""viewing_time"":27956.200000047684}]","","","","","","","","","","",""
"813.5","","image-keyboard-response","4","145047","0.0-4.0","","img/set1/S3.jpg","83","3","structured_load","72","structured_load,structured_normal,structured_incentive,random","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","5","145402","0.0-5.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","145606","0.0-6.0","","","null","","","","","","","","",""
"527.1999999880791","","image-keyboard-response","7","146135","0.0-7.0","","img/set1/S4.jpg","72","4","structured_load","74","structured_load,structured_normal,structured_incentive,random","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","8","146491","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","146696","0.0-9.0","","","null","","","","","","","","",""
"553.1999999880791","","image-keyboard-response","10","147251","0.0-10.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,structured_normal,structured_incentive,random","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","11","147616","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","147832","0.0-12.0","","","null","","","","","","","","",""
"712.6999999880791","","image-keyboard-response","13","148546","0.0-13.0","","img/set1/S4.jpg","74","4","structured_load","74","structured_load,structured_normal,structured_incentive,random","3,4,2,3,2,1","true","","",""
"null","","html-keyboard-response","14","148905","0.0-14.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","149109","0.0-15.0","","","null","","","","","","","","",""
"1220.199999988079","","image-keyboard-response","16","150330","0.0-16.0","","img/set1/S2.jpg","72","2","structured_load","68","structured_load,structured_normal,structured_incentive,random","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","17","150696","0.0-17.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","150900","0.0-18.0","","","null","","","","","","","","",""
