"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"64724.5","consent.html","external-html","0","64807","0.0-0.0","","","","","","","","","","","",""
"235856.29999999702","","instructions","1","300665","0.0-1.0","[{""page_index"":0,""viewing_time"":24292.19999998808},{""page_index"":1,""viewing_time"":7972},{""page_index"":2,""viewing_time"":123444.90000000596},{""page_index"":3,""viewing_time"":50347.09999999404},{""page_index"":4,""viewing_time"":6733.300000011921},{""page_index"":5,""viewing_time"":10966.79999999702},{""page_index"":6,""viewing_time"":12099.5}]","","","","","","","","","","",""
"8371.39999999106","","instructions","2","309038","0.0-2.0","[{""page_index"":0,""viewing_time"":8371.20000000298}]","","","","","","","","","","",""
"8118.399999991059","","instructions","3","317158","0.0-3.0","[{""page_index"":0,""viewing_time"":8118.20000000298}]","","","","","","","","","","",""
"706.5","","image-keyboard-response","4","317866","0.0-4.0","","img/set1/S4.jpg","83","4","structured_normal","74","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","5","318219","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","318420","0.0-6.0","","","null","","","","","","","","",""
"620.3000000119209","","image-keyboard-response","7","319041","0.0-7.0","","img/set1/S4.jpg","68","4","structured_normal","74","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","8","319394","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","319595","0.0-9.0","","","null","","","","","","","","",""
"814","","image-keyboard-response","10","320410","0.0-10.0","","img/set1/S3.jpg","68","3","structured_normal","72","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","11","320762","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","320964","0.0-12.0","","","null","","","","","","","","",""
"604.2999999970198","","image-keyboard-response","13","321569","0.0-13.0","","img/set1/S4.jpg","68","4","structured_normal","74","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","14","321921","0.0-14.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","322122","0.0-15.0","","","null","","","","","","","","",""
"438.5","","image-keyboard-response","16","322561","0.0-16.0","","img/set1/S3.jpg","72","3","structured_normal","72","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","17","322913","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","323114","0.0-18.0","","","null","","","","","","","","",""
"429.90000000596046","","image-keyboard-response","19","323545","0.0-19.0","","img/set1/S3.jpg","72","3","structured_normal","72","structured_normal,random,structured_incentive,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","20","323897","0.0-20.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","324099","0.0-21.0","","","null","","","","","","","","",""
