"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"6158","consent.html","external-html","0","6849","0.0-0.0","","","","","","","","","","","",""
"81670","","instructions","1","88556","0.0-1.0","[{""page_index"":0,""viewing_time"":2455},{""page_index"":1,""viewing_time"":16518},{""page_index"":2,""viewing_time"":20448},{""page_index"":3,""viewing_time"":13591},{""page_index"":4,""viewing_time"":11626},{""page_index"":5,""viewing_time"":9798},{""page_index"":6,""viewing_time"":7232}]","","","","","","","","","","",""
"8794","","instructions","2","97356","0.0-2.0","[{""page_index"":0,""viewing_time"":8794}]","","","","","","","","","","",""
"11562","","instructions","3","108923","0.0-3.0","[{""page_index"":0,""viewing_time"":8577},{""page_index"":1,""viewing_time"":2985}]","","","","","","","","","","",""
"null","","image-keyboard-response","4","111443","0.0-4.0","","img/set1/S4.jpg","null","4","structured_load","74","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","5","111804","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","112006","0.0-6.0","","","null","","","","","","","","",""
"664","","image-keyboard-response","7","112674","0.0-7.0","","img/set1/S2.jpg","72","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","8","113040","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","113256","0.0-9.0","","","null","","","","","","","","",""
"469","","image-keyboard-response","10","113727","0.0-10.0","","img/set1/S3.jpg","83","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","11","114090","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","114296","0.0-12.0","","","null","","","","","","","","",""
"371","","image-keyboard-response","13","114669","0.0-13.0","","img/set1/S2.jpg","74","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","14","115041","0.0-14.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","115242","0.0-15.0","","","null","","","","","","","","",""
"725","","image-keyboard-response","16","115970","0.0-16.0","","img/set1/S3.jpg","68","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","17","116325","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","116528","0.0-18.0","","","null","","","","","","","","",""
"1364","","image-keyboard-response","19","117896","0.0-19.0","","img/set1/S2.jpg","72","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","20","118256","0.0-20.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","118459","0.0-21.0","","","null","","","","","","","","",""
"916","","image-keyboard-response","22","119377","0.0-22.0","","img/set1/S3.jpg","74","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","23","119731","0.0-23.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","24","119935","0.0-24.0","","","null","","","","","","","","",""
"null","","image-keyboard-response","25","122439","0.0-25.0","","img/set1/S2.jpg","null","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","26","122801","0.0-26.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","27","123005","0.0-27.0","","","null","","","","","","","","",""
"1285","","image-keyboard-response","28","124291","0.0-28.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","29","124660","0.0-29.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","30","124865","0.0-30.0","","","null","","","","","","","","",""
"1171","","image-keyboard-response","31","126038","0.0-31.0","","img/set1/S2.jpg","83","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","32","126400","0.0-32.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","33","126607","0.0-33.0","","","null","","","","","","","","",""
"832","","image-keyboard-response","34","127441","0.0-34.0","","img/set1/S3.jpg","74","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","35","127801","0.0-35.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","36","128005","0.0-36.0","","","null","","","","","","","","",""
"1120","","image-keyboard-response","37","129126","0.0-37.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","38","129485","0.0-38.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","39","129689","0.0-39.0","","","null","","","","","","","","",""
"741","","image-keyboard-response","40","130435","0.0-40.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","41","130788","0.0-41.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","42","130994","0.0-42.0","","","null","","","","","","","","",""
"386","","image-keyboard-response","43","131382","0.0-43.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","44","131746","0.0-44.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","45","131951","0.0-45.0","","","null","","","","","","","","",""
"295","","image-keyboard-response","46","132249","0.0-46.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","47","132612","0.0-47.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","48","132814","0.0-48.0","","","null","","","","","","","","",""
"969","","image-keyboard-response","49","133786","0.0-49.0","","img/set1/S4.jpg","83","4","structured_load","74","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","50","134161","0.0-50.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","51","134368","0.0-51.0","","","null","","","","","","","","",""
"753","","image-keyboard-response","52","135122","0.0-52.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","53","135482","0.0-53.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","54","135688","0.0-54.0","","","null","","","","","","","","",""
"360","","image-keyboard-response","55","136052","0.0-55.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","56","136408","0.0-56.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","57","136619","0.0-57.0","","","null","","","","","","","","",""
"808","","image-keyboard-response","58","137429","0.0-58.0","","img/set1/S1.jpg","74","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","59","137803","0.0-59.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","60","138013","0.0-60.0","","","null","","","","","","","","",""
"590","","image-keyboard-response","61","138606","0.0-61.0","","img/set1/S1.jpg","83","1","structured_load","83","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","62","138974","0.0-62.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","63","139178","0.0-63.0","","","null","","","","","","","","",""
"785","","image-keyboard-response","64","139965","0.0-64.0","","img/set1/S2.jpg","68","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","65","140328","0.0-65.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","66","140545","0.0-66.0","","","null","","","","","","","","",""
"495","","image-keyboard-response","67","141042","0.0-67.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","68","141411","0.0-68.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","69","141615","0.0-69.0","","","null","","","","","","","","",""
"992","","image-keyboard-response","70","142608","0.0-70.0","","img/set1/S2.jpg","83","2","structured_load","68","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","71","142966","0.0-71.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","72","143169","0.0-72.0","","","null","","","","","","","","",""
"1056","","image-keyboard-response","73","144228","0.0-73.0","","img/set1/S3.jpg","72","3","structured_load","72","structured_load,structured_incentive,random,structured_normal","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","74","144594","0.0-74.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","75","144798","0.0-75.0","","","null","","","","","","","","",""
