"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"11711.099999904633","consent.html","external-html","0","11790","0.0-0.0","","","","","","","","","","",""
"85337.7999997139","","instructions","1","97132","0.0-1.0","[{""page_index"":0,""viewing_time"":4353.199999809265},{""page_index"":1,""viewing_time"":10663.900000095367},{""page_index"":2,""viewing_time"":12048.099999904633},{""page_index"":3,""viewing_time"":17608},{""page_index"":4,""viewing_time"":9199.900000095367},{""page_index"":5,""viewing_time"":17984.099999904633},{""page_index"":6,""viewing_time"":13479.800000190735}]","","","","","","","","","",""
"15254.89999961853","","instructions","2","112388","0.0-2.0","[{""page_index"":0,""viewing_time"":15254.699999809265}]","","","","","","","","","",""
"9838.60000038147","","instructions","3","122227","0.0-3.0","[{""page_index"":0,""viewing_time"":9838.300000190735}]","","","","","","","","","",""
"2247.5","","image-keyboard-response","4","124477","0.0-4.0","","img/set1/S2.jpg","74","2","random","68","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","5","124831","0.0-5.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","125033","0.0-6.0","","","null","","","","","","","",""
"1849","","image-keyboard-response","7","126883","0.0-7.0","","img/set1/S2.jpg","74","2","random","68","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","8","127237","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","127438","0.0-9.0","","","null","","","","","","","",""
"null","","image-keyboard-response","10","129941","0.0-10.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","11","130300","0.0-11.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","12","130515","0.0-12.0","","","null","","","","","","","",""
"null","","image-keyboard-response","13","133017","0.0-13.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","14","133369","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","133571","0.0-15.0","","","null","","","","","","","",""
"1089.3999996185303","","image-keyboard-response","16","134661","0.0-16.0","","img/set1/S2.jpg","74","2","random","68","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","17","135015","0.0-17.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","135217","0.0-18.0","","","null","","","","","","","",""
"825.9000000953674","","image-keyboard-response","19","136043","0.0-19.0","","img/set1/S2.jpg","74","2","random","68","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
"null","","html-keyboard-response","20","136408","0.0-20.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","21","136616","0.0-21.0","","","null","","","","","","","",""
"1235.4000000953674","","image-keyboard-response","22","137853","0.0-22.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","23","138206","0.0-23.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","24","138418","0.0-24.0","","","null","","","","","","","",""
"1224.8000001907349","","image-keyboard-response","25","139644","0.0-25.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","26","139998","0.0-26.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","140215","0.0-27.0","","","null","","","","","","","",""
"1155.7999997138977","","image-keyboard-response","28","141371","0.0-28.0","","img/set1/S2.jpg","68","2","random","68","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","true","",""
"null","","html-keyboard-response","29","141737","0.0-29.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","30","141938","0.0-30.0","","","null","","","","","","","",""
"null","","image-keyboard-response","31","144456","0.0-31.0","","img/set1/S1.jpg","null","1","random","83","random,structured_incentive,structured_load,structured_normal","3,4,2,3,2,1","false","",""
