"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","responses","question_order","bonus"
"7323","consent.html","external-html","0","7408","0.0-0.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","","","","","","","","","","","",""
"80390","","instructions","1","87804","0.0-1.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","[{""page_index"":0,""viewing_time"":6348},{""page_index"":1,""viewing_time"":6333},{""page_index"":2,""viewing_time"":7700},{""page_index"":3,""viewing_time"":14030},{""page_index"":4,""viewing_time"":6405},{""page_index"":5,""viewing_time"":10275},{""page_index"":6,""viewing_time"":8124},{""page_index"":5,""viewing_time"":895},{""page_index"":4,""viewing_time"":2260},{""page_index"":3,""viewing_time"":5669},{""page_index"":2,""viewing_time"":6731},{""page_index"":3,""viewing_time"":941},{""page_index"":4,""viewing_time"":1909},{""page_index"":5,""viewing_time"":869},{""page_index"":6,""viewing_time"":1899}]","","","","","","","","","","","",""
"10982","","instructions","2","98794","0.0-2.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","[{""page_index"":0,""viewing_time"":10982}]","","","","","","","","","","","",""
"12839","","instructions","3","111642","0.0-3.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","[{""page_index"":0,""viewing_time"":7569},{""page_index"":1,""viewing_time"":5270}]","","","","","","","","","","","",""
"899","","image-keyboard-response","4","112547","0.0-4.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","img/set1/S2.jpg","74","2","structured_incentive","68","structured_incentive,structured_normal,structured_load,random","2,3,4,2,1,2","1,3,4,2","false","","",""
"null","","html-keyboard-response","5","112908","0.0-5.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","6","113117","0.0-6.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","","null","","","","","","","","","",""
"627","","image-keyboard-response","7","113748","0.0-7.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","img/set1/S4.jpg","72","4","structured_incentive","74","structured_incentive,structured_normal,structured_load,random","2,3,4,2,1,2","1,3,4,2","false","","",""
"null","","html-keyboard-response","8","114103","0.0-8.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","","",""
"null","","html-keyboard-response","9","114317","0.0-9.0","3WJEQKOXA9O7MT0BM05BS3KW77V1AI","A1GRPIBHW72HDU","3URJ6VVYUP9BUCT1SZOT2DFI02L4OC","","","null","","","","","","","","","",""
