"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"39526.80000001192","consent.html","external-html","0","39758","0.0-0.0","","","","","","","","","","",""
"199238.39999997616","","instructions","1","239003","0.0-1.0","[{""page_index"":0,""viewing_time"":10312},{""page_index"":1,""viewing_time"":29229.399999976158},{""page_index"":2,""viewing_time"":21415.600000023842},{""page_index"":3,""viewing_time"":47673.09999996424},{""page_index"":4,""viewing_time"":16308.699999988079},{""page_index"":5,""viewing_time"":23815.900000035763},{""page_index"":6,""viewing_time"":50481.5}]","","","","","","","","","",""
"27127.099999964237","","instructions","2","266133","0.0-2.0","[{""page_index"":0,""viewing_time"":27125.69999998808}]","","","","","","","","","",""
"14734.300000011921","","instructions","3","280872","0.0-3.0","[{""page_index"":0,""viewing_time"":14733.200000047684}]","","","","","","","","","",""
"null","","image-keyboard-response","4","283380","0.0-4.0","","img/set1/S1.jpg","null","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","5","283738","0.0-5.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","283945","0.0-6.0","","","null","","","","","","","",""
"48.80000001192093","","image-keyboard-response","7","284001","0.0-7.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","8","284359","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","9","284563","0.0-9.0","","","null","","","","","","","",""
"1458.4000000357628","","image-keyboard-response","10","286028","0.0-10.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","11","286384","0.0-11.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","12","286591","0.0-12.0","","","null","","","","","","","",""
"1633.5999999642372","","image-keyboard-response","13","288233","0.0-13.0","","img/set1/S1.jpg","74","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","14","288593","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","15","288799","0.0-15.0","","","null","","","","","","","",""
"1457.699999988079","","image-keyboard-response","16","290266","0.0-16.0","","img/set1/S3.jpg","83","3","random","72","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","17","290623","0.0-17.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","18","290830","0.0-18.0","","","null","","","","","","","",""
"1632.1000000238419","","image-keyboard-response","19","292469","0.0-19.0","","img/set1/S2.jpg","74","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","20","292823","0.0-20.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","21","293027","0.0-21.0","","","null","","","","","","","",""
"2365.300000011921","","image-keyboard-response","22","295400","0.0-22.0","","img/set1/S2.jpg","72","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","23","295757","0.0-23.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","24","295963","0.0-24.0","","","null","","","","","","","",""
"2119.300000011921","","image-keyboard-response","25","298092","0.0-25.0","","img/set1/S2.jpg","83","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","26","298448","0.0-26.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","27","298655","0.0-27.0","","","null","","","","","","","",""
"null","","image-keyboard-response","28","301163","0.0-28.0","","img/set1/S1.jpg","null","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","29","301522","0.0-29.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","30","301728","0.0-30.0","","","null","","","","","","","",""
"753.6999999880791","","image-keyboard-response","31","302487","0.0-31.0","","img/set1/S1.jpg","68","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","32","302845","0.0-32.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","33","303050","0.0-33.0","","","null","","","","","","","",""
"465.2000000476837","","image-keyboard-response","34","303519","0.0-34.0","","img/set1/S1.jpg","72","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","35","303876","0.0-35.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","36","304084","0.0-36.0","","","null","","","","","","","",""
"1712.5","","image-keyboard-response","37","305803","0.0-37.0","","img/set1/S4.jpg","74","4","random","74","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","38","306160","0.0-38.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","39","306365","0.0-39.0","","","null","","","","","","","",""
"1760.1000000238419","","image-keyboard-response","40","308130","0.0-40.0","","img/set1/S3.jpg","83","3","random","72","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","41","308487","0.0-41.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","42","308693","0.0-42.0","","","null","","","","","","","",""
"1517.699999988079","","image-keyboard-response","43","310215","0.0-43.0","","img/set1/S1.jpg","68","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","false","",""
"null","","html-keyboard-response","44","310571","0.0-44.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","45","310777","0.0-45.0","","","null","","","","","","","",""
"1165.3999999761581","","image-keyboard-response","46","311950","0.0-46.0","","img/set1/S4.jpg","74","4","random","74","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","47","312307","0.0-47.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","48","312515","0.0-48.0","","","null","","","","","","","",""
"1030.5999999642372","","image-keyboard-response","49","313553","0.0-49.0","","img/set1/S4.jpg","74","4","random","74","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","50","313911","0.0-50.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","51","314117","0.0-51.0","","","null","","","","","","","",""
"1019.8000000119209","","image-keyboard-response","52","315145","0.0-52.0","","img/set1/S3.jpg","72","3","random","72","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","53","315502","0.0-53.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","54","315708","0.0-54.0","","","null","","","","","","","",""
"1512.199999988079","","image-keyboard-response","55","317228","0.0-55.0","","img/set1/S1.jpg","83","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","56","317584","0.0-56.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","57","317790","0.0-57.0","","","null","","","","","","","",""
"853.6000000238419","","image-keyboard-response","58","318654","0.0-58.0","","img/set1/S1.jpg","83","1","random","83","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","59","319011","0.0-59.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","60","319218","0.0-60.0","","","null","","","","","","","",""
"1481.3999999761581","","image-keyboard-response","61","320705","0.0-61.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","62","321064","0.0-62.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","63","321272","0.0-63.0","","","null","","","","","","","",""
"809.5","","image-keyboard-response","64","322087","0.0-64.0","","img/set1/S2.jpg","68","2","random","68","random,structured_load,structured_normal,structured_incentive","2,1,3,4,2,3","true","",""
"null","","html-keyboard-response","65","322446","0.0-65.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
