"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"58883.90000000596","consent.html","external-html","0","59004","0.0-0.0","","","","","","","","","","","",""
"708824","","instructions","1","767830","0.0-1.0","[{""page_index"":0,""viewing_time"":5534.200000017881},{""page_index"":1,""viewing_time"":604306.5},{""page_index"":2,""viewing_time"":25709.19999998808},{""page_index"":3,""viewing_time"":34203.80000001192},{""page_index"":4,""viewing_time"":7979.799999982119},{""page_index"":5,""viewing_time"":16676},{""page_index"":6,""viewing_time"":14413.800000011921}]","","","","","","","","","","",""
"17789.59999999404","","instructions","2","785621","0.0-2.0","[{""page_index"":0,""viewing_time"":17789.29999998212}]","","","","","","","","","","",""
"7535","","instructions","3","793157","0.0-3.0","[{""page_index"":0,""viewing_time"":7534.799999982119}]","","","","","","","","","","",""
"2208.4000000059605","","image-keyboard-response","4","795368","0.0-4.0","","img/set1/S4.jpg","74","4","structured_normal","74","structured_normal,structured_load,structured_incentive,random","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","5","795721","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","795923","0.0-6.0","","","null","","","","","","","","",""
"1674.5","","image-keyboard-response","7","797599","0.0-7.0","","img/set1/S2.jpg","83","2","structured_normal","68","structured_normal,structured_load,structured_incentive,random","2,3,3,4,2,1","false","","",""
"null","","html-keyboard-response","8","797953","0.0-8.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","798155","0.0-9.0","","","null","","","","","","","","",""
"1369.5","","image-keyboard-response","10","799526","0.0-10.0","","img/set1/S3.jpg","72","3","structured_normal","72","structured_normal,structured_load,structured_incentive,random","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","11","799878","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","800079","0.0-12.0","","","null","","","","","","","","",""
"1181.5999999940395","","image-keyboard-response","13","801262","0.0-13.0","","img/set1/S4.jpg","74","4","structured_normal","74","structured_normal,structured_load,structured_incentive,random","2,3,3,4,2,1","true","","",""
"null","","html-keyboard-response","14","801615","0.0-14.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","801817","0.0-15.0","","","null","","","","","","","","",""
"1179.800000011921","","image-keyboard-response","16","802998","0.0-16.0","","img/set1/S2.jpg","68","2","structured_normal","68","structured_normal,structured_load,structured_incentive,random","2,3,3,4,2,1","true","","",""
