"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","bonus"
"5988","consent.html","external-html","0","6171","0.0-0.0","","","","","","","","","","",""
"104656","","instructions","1","110833","0.0-1.0","[{""page_index"":0,""viewing_time"":6841},{""page_index"":1,""viewing_time"":16848},{""page_index"":2,""viewing_time"":14383},{""page_index"":3,""viewing_time"":16352},{""page_index"":4,""viewing_time"":12888},{""page_index"":5,""viewing_time"":21519},{""page_index"":6,""viewing_time"":15824}]","","","","","","","","","",""
"15923","","instructions","2","126759","0.0-2.0","[{""page_index"":0,""viewing_time"":15922}]","","","","","","","","","",""
"9110","","instructions","3","135871","0.0-3.0","[{""page_index"":0,""viewing_time"":9109}]","","","","","","","","","",""
"1417","","image-keyboard-response","4","137294","0.0-4.0","","img/set1/S4.jpg","72","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","5","137651","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","6","137860","0.0-6.0","","","null","","","","","","","",""
"1182","","image-keyboard-response","7","139045","0.0-7.0","","img/set1/S1.jpg","68","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","8","139402","0.0-8.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","9","139611","0.0-9.0","","","null","","","","","","","",""
"1369","","image-keyboard-response","10","140982","0.0-10.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","11","141342","0.0-11.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","12","141553","0.0-12.0","","","null","","","","","","","",""
"1210","","image-keyboard-response","13","142764","0.0-13.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","14","143123","0.0-14.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","15","143333","0.0-15.0","","","null","","","","","","","",""
"1087","","image-keyboard-response","16","144419","0.0-16.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","17","144773","0.0-17.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","18","144983","0.0-18.0","","","null","","","","","","","",""
"515","","image-keyboard-response","19","145500","0.0-19.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","20","145853","0.0-20.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","21","146063","0.0-21.0","","","null","","","","","","","",""
"834","","image-keyboard-response","22","146899","0.0-22.0","","img/set1/S2.jpg","68","2","random","68","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","23","147252","0.0-23.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","24","147462","0.0-24.0","","","null","","","","","","","",""
"773","","image-keyboard-response","25","148237","0.0-25.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","26","148592","0.0-26.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","27","148802","0.0-27.0","","","null","","","","","","","",""
"879","","image-keyboard-response","28","149683","0.0-28.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","29","150044","0.0-29.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","30","150254","0.0-30.0","","","null","","","","","","","",""
"547","","image-keyboard-response","31","150804","0.0-31.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","32","151154","0.0-32.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","33","151364","0.0-33.0","","","null","","","","","","","",""
"630","","image-keyboard-response","34","151996","0.0-34.0","","img/set1/S1.jpg","68","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","35","152355","0.0-35.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","36","152564","0.0-36.0","","","null","","","","","","","",""
"727","","image-keyboard-response","37","153291","0.0-37.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","38","153646","0.0-38.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","39","153857","0.0-39.0","","","null","","","","","","","",""
"515","","image-keyboard-response","40","154372","0.0-40.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","41","154729","0.0-41.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","42","154938","0.0-42.0","","","null","","","","","","","",""
"528","","image-keyboard-response","43","155468","0.0-43.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","44","155829","0.0-44.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","45","156038","0.0-45.0","","","null","","","","","","","",""
"492","","image-keyboard-response","46","156533","0.0-46.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","47","156888","0.0-47.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","48","157099","0.0-48.0","","","null","","","","","","","",""
"839","","image-keyboard-response","49","157939","0.0-49.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","50","158290","0.0-50.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","51","158501","0.0-51.0","","","null","","","","","","","",""
"438","","image-keyboard-response","52","158940","0.0-52.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","53","159301","0.0-53.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","54","159510","0.0-54.0","","","null","","","","","","","",""
"628","","image-keyboard-response","55","160140","0.0-55.0","","img/set1/S2.jpg","68","2","random","68","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","56","160492","0.0-56.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","57","160702","0.0-57.0","","","null","","","","","","","",""
"644","","image-keyboard-response","58","161348","0.0-58.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","59","161703","0.0-59.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","60","161912","0.0-60.0","","","null","","","","","","","",""
"729","","image-keyboard-response","61","162643","0.0-61.0","","img/set1/S2.jpg","68","2","random","68","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","62","163002","0.0-62.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","63","163213","0.0-63.0","","","null","","","","","","","",""
"430","","image-keyboard-response","64","163644","0.0-64.0","","img/set1/S2.jpg","68","2","random","68","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","65","164002","0.0-65.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","66","164213","0.0-66.0","","","null","","","","","","","",""
"758","","image-keyboard-response","67","164971","0.0-67.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","true","",""
"null","","html-keyboard-response","68","165322","0.0-68.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","",""
"null","","html-keyboard-response","69","165532","0.0-69.0","","","null","","","","","","","",""
"495","","image-keyboard-response","70","166027","0.0-70.0","","img/set1/S1.jpg","74","1","random","83","random,structured_incentive,structured_load,structured_normal","2,3,2,1,3,4","false","",""
"null","","html-keyboard-response","71","166383","0.0-71.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","",""
"null","","html-keyboard-response","72","166593","0.0-72.0","","","null","","","","","","","",""
