"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"2962.5999999996275","consent.html","external-html","0","3048","0.0-0.0","","","","","","","","","","","",""
"70159.70000000019","","instructions","1","73210","0.0-1.0","[{""page_index"":0,""viewing_time"":3090.5},{""page_index"":1,""viewing_time"":5798.700000000186},{""page_index"":2,""viewing_time"":10988.399999999907},{""page_index"":3,""viewing_time"":14186.5},{""page_index"":4,""viewing_time"":17178.899999999907},{""page_index"":5,""viewing_time"":10236.100000000093},{""page_index"":6,""viewing_time"":8679.799999999814}]","","","","","","","","","","",""
"11320","","instructions","2","84532","0.0-2.0","[{""page_index"":0,""viewing_time"":11319.69999999972}]","","","","","","","","","","",""
"5086.100000000093","","instructions","3","89620","0.0-3.0","[{""page_index"":0,""viewing_time"":5085.800000000279}]","","","","","","","","","","",""
"1654.6999999997206","","image-keyboard-response","4","91278","0.0-4.0","","img/set1/S3.jpg","83","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","5","91632","0.0-5.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","91834","0.0-6.0","","","null","","","","","","","","",""
"1735.6000000000931","","image-keyboard-response","7","93572","0.0-7.0","","img/set1/S3.jpg","68","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","8","93929","0.0-8.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","94130","0.0-9.0","","","null","","","","","","","","",""
"1221","","image-keyboard-response","10","95353","0.0-10.0","","img/set1/S4.jpg","83","4","random","74","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","11","95707","0.0-11.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","12","95908","0.0-12.0","","","null","","","","","","","","",""
"658","","image-keyboard-response","13","96568","0.0-13.0","","img/set1/S4.jpg","68","4","random","74","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","14","96922","0.0-14.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","15","97123","0.0-15.0","","","null","","","","","","","","",""
"529.3999999999069","","image-keyboard-response","16","97654","0.0-16.0","","img/set1/S4.jpg","72","4","random","74","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","17","98007","0.0-17.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","18","98209","0.0-18.0","","","null","","","","","","","","",""
"938.1999999997206","","image-keyboard-response","19","99149","0.0-19.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","20","99501","0.0-20.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","21","99703","0.0-21.0","","","null","","","","","","","","",""
"1035.7000000001863","","image-keyboard-response","22","100740","0.0-22.0","","img/set1/S1.jpg","83","1","random","83","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","23","101093","0.0-23.0","","<img src=""img/set1/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","24","101295","0.0-24.0","","","null","","","","","","","","",""
"1043.2999999998137","","image-keyboard-response","25","102340","0.0-25.0","","img/set1/S2.jpg","83","2","random","68","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","false","","",""
"null","","html-keyboard-response","26","102693","0.0-26.0","","<img src=""img/set1/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","27","102894","0.0-27.0","","","null","","","","","","","","",""
"1097.3999999999069","","image-keyboard-response","28","103993","0.0-28.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","29","104346","0.0-29.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","30","104547","0.0-30.0","","","null","","","","","","","","",""
"882.7999999998137","","image-keyboard-response","31","105431","0.0-31.0","","img/set1/S3.jpg","72","3","random","72","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","32","105784","0.0-32.0","","<img src=""img/set1/S3.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","33","105985","0.0-33.0","","","null","","","","","","","","",""
"1191.2999999998137","","image-keyboard-response","34","107178","0.0-34.0","","img/set1/S4.jpg","74","4","random","74","random,structured_incentive,structured_normal,structured_load","2,1,3,4,2,3","true","","",""
"null","","html-keyboard-response","35","107531","0.0-35.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","36","107732","0.0-36.0","","","null","","","","","","","","",""
