"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","correct","responses","question_order","bonus"
"8703.745000006165","consent.html","external-html","0","8837","0.0-0.0","","","","","","","","","","","",""
"53451.4349999954","","instructions","1","62292","0.0-1.0","[{""page_index"":0,""viewing_time"":4560.369999962859},{""page_index"":1,""viewing_time"":6762.35999999335},{""page_index"":2,""viewing_time"":7706.059999996796},{""page_index"":3,""viewing_time"":10100.009999994654},{""page_index"":4,""viewing_time"":8429.440000036266},{""page_index"":5,""viewing_time"":9942.035000014585},{""page_index"":6,""viewing_time"":5950.114999955986}]","","","","","","","","","","",""
"11268.050000013318","","instructions","2","73561","0.0-2.0","[{""page_index"":0,""viewing_time"":11267.609999980778}]","","","","","","","","","","",""
"4186.014999984764","","instructions","3","77748","0.0-3.0","[{""page_index"":0,""viewing_time"":4185.699999972712}]","","","","","","","","","","",""
"1090.5450000427663","","image-keyboard-response","4","78841","0.0-4.0","","img/set1/S4.jpg","83","4","random","74","random,structured_load,structured_incentive,structured_normal","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","5","79196","0.0-5.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","6","79398","0.0-6.0","","","null","","","","","","","","",""
"1600.5299999960698","","image-keyboard-response","7","81000","0.0-7.0","","img/set1/S4.jpg","83","4","random","74","random,structured_load,structured_incentive,structured_normal","3,4,2,3,2,1","false","","",""
"null","","html-keyboard-response","8","81357","0.0-8.0","","<img src=""img/set1/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","9","81563","0.0-9.0","","","null","","","","","","","","",""
"1124.8600000399165","","image-keyboard-response","10","82689","0.0-10.0","","img/set1/S2.jpg","74","2","random","68","random,structured_load,structured_incentive,structured_normal","3,4,2,3,2,1","false","","",""
