"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","view_history","stimulus","key_press","state","test_part","correct_response","correct","bonus","responses"
"8080.10000000149","consent.html","external-html","0","8162","0.0-0.0","","","","","","","","",""
"137182.5","","instructions","1","145345","0.0-1.0","[{""page_index"":0,""viewing_time"":10566.5},{""page_index"":1,""viewing_time"":15503.70000000298},{""page_index"":2,""viewing_time"":17727.70000000298},{""page_index"":3,""viewing_time"":28168.19999999553},{""page_index"":4,""viewing_time"":16335.89999999851},{""page_index"":5,""viewing_time"":11735.80000000447},{""page_index"":6,""viewing_time"":15800},{""page_index"":7,""viewing_time"":21344.29999999702}]","","","","","","","",""
"1034","","image-keyboard-response","2","146380","0.0-2.0-0.0","","img/animals/control/S2.jpg","49","2","Ns6,baseline","50","false","",""
"null","","html-keyboard-response","3","146684","0.0-2.0-1.0","","<img src=""img/animals/control/S2.jpg"" width=""540"" height = ""360"">","null","","","","","",""
"null","","html-keyboard-response","4","146888","0.0-2.0-2.0","","","null","","","","","",""
"700.6999999955297","","image-keyboard-response","5","147590","0.0-2.0-0.1","","img/animals/control/S4.jpg","50","4","Ns6,baseline","52","false","",""
"null","","html-keyboard-response","6","147898","0.0-2.0-1.1","","<img src=""img/animals/control/S4.jpg"" width=""540"" height = ""360"">","null","","","","","",""
"null","","html-keyboard-response","7","148104","0.0-2.0-2.1","","","null","","","","","",""
"974.5","","image-keyboard-response","8","149079","0.0-2.0-0.2","","img/animals/control/S5.jpg","50","5","Ns6,baseline","53","false","",""
"null","","html-keyboard-response","9","149383","0.0-2.0-1.2","","<img src=""img/animals/control/S5.jpg"" width=""540"" height = ""360"">","null","","","","","",""
"null","","html-keyboard-response","10","149587","0.0-2.0-2.2","","","null","","","","","",""
"793.3999999985099","","image-keyboard-response","11","150381","0.0-2.0-0.3","","img/animals/control/S3.jpg","53","3","Ns6,baseline","51","false","",""
"null","","html-keyboard-response","12","150688","0.0-2.0-1.3","","<img src=""img/animals/control/S3.jpg"" width=""540"" height = ""360"">","null","","","","","",""
"null","","html-keyboard-response","13","150890","0.0-2.0-2.3","","","null","","","","","",""
"550","","image-keyboard-response","14","151441","0.0-2.0-0.4","","img/animals/control/S1.jpg","52","1","Ns6,baseline","49","false","",""
"null","","html-keyboard-response","15","151749","0.0-2.0-1.4","","<img src=""img/animals/control/S1.jpg"" width=""540"" height = ""360"">","null","","","","","",""
"null","","html-keyboard-response","16","151953","0.0-2.0-2.4","","","null","","","","","",""
